sequenceID,min.log.lambda,max.log.lambda
H3K4me3_TDH_immune/samples/monocyte/McGill0001/problems/chr2:21178113-33000000,8.4635390067123,9.50915697601721
H3K4me3_TDH_immune/samples/monocyte/McGill0001/problems/chr2:33200000-87000000,8.9163130079968,10.7491710134845
H3K4me3_TDH_immune/samples/monocyte/McGill0001/problems/chr2:5118788-16279724,9.38248477953135,12.7263622110784
H3K4me3_TDH_immune/samples/monocyte/McGill0001/problems/chr2:95326171-109668000,7.38567888990785,10.1918280468033
H3K4me3_TDH_immune/samples/monocyte/McGill0001/problems/chr3:93504854-194041961,8.86139354479627,9.15035744073247
H3K4me3_TDH_immune/samples/monocyte/McGill0001/problems/chr4:32840638-40296396,10.4022193814695,12.2662102403381
H3K4me3_TDH_immune/samples/monocyte/McGill0001/problems/chr4:68270000-75427379,8.17420576345937,9.35026162082328
H3K4me3_TDH_immune/samples/monocyte/McGill0001/problems/chr4:9324642-31820917,8.24155344372093,9.87464207455943
H3K4me3_TDH_immune/samples/monocyte/McGill0002/problems/chr10:60000-17974675,8.30029093965685,9.96380043494113
H3K4me3_TDH_immune/samples/monocyte/McGill0002/problems/chr11:96437584-134946516,8.9085036334101,8.99328350147256
H3K4me3_TDH_immune/samples/monocyte/McGill0002/problems/chr12:38150000-66400000,9.6601504479352,11.7093691666003
H3K4me3_TDH_immune/samples/monocyte/McGill0002/problems/chr18:18521000-52059136,9.19779209139751,11.9184928169895
H3K4me3_TDH_immune/samples/monocyte/McGill0002/problems/chr1:17175658-29878082,8.88247465799815,9.34171625957048
H3K4me3_TDH_immune/samples/monocyte/McGill0002/problems/chr1:30028082-91800000,8.45222972845262,10.802662723908
H3K4me3_TDH_immune/samples/monocyte/McGill0002/problems/chr2:21178113-33000000,9.3816245114341,10.0266652527989
H3K4me3_TDH_immune/samples/monocyte/McGill0002/problems/chr2:33200000-87000000,11.1551537141233,11.326570169481
H3K4me3_TDH_immune/samples/monocyte/McGill0002/problems/chr2:5118788-16279724,10.5853262255142,14.6585290637344
H3K4me3_TDH_immune/samples/monocyte/McGill0002/problems/chr2:95326171-109668000,8.40000846810525,12.2119093213282
H3K4me3_TDH_immune/samples/monocyte/McGill0002/problems/chr3:93504854-194041961,9.76282022107004,9.98772071235859
H3K4me3_TDH_immune/samples/monocyte/McGill0002/problems/chr4:32840638-40296396,10.8783249750976,14.1236994584186
H3K4me3_TDH_immune/samples/monocyte/McGill0002/problems/chr4:68270000-75427379,10.1264324813316,11.773342578096
H3K4me3_TDH_immune/samples/monocyte/McGill0002/problems/chr4:9324642-31820917,10.8228779374798,11.7630806729256
H3K4me3_TDH_immune/samples/monocyte/McGill0058/problems/chr10:60000-17974675,9.58125274346194,9.84621645064793
H3K4me3_TDH_immune/samples/monocyte/McGill0058/problems/chr11:96437584-134946516,9.00916886591239,9.41626076559285
H3K4me3_TDH_immune/samples/monocyte/McGill0058/problems/chr12:38150000-66400000,9.92590296630896,11.3020667948164
H3K4me3_TDH_immune/samples/monocyte/McGill0058/problems/chr18:18521000-52059136,10.7646138077548,11.2666799953791
H3K4me3_TDH_immune/samples/monocyte/McGill0058/problems/chr1:17175658-29878082,8.9216622614769,8.95595298467378
H3K4me3_TDH_immune/samples/monocyte/McGill0058/problems/chr1:30028082-91800000,8.13969880919774,10.6158169997365
H3K4me3_TDH_immune/samples/monocyte/McGill0058/problems/chr2:21178113-33000000,8.52461037105977,8.65547804465475
H3K4me3_TDH_immune/samples/monocyte/McGill0058/problems/chr2:33200000-87000000,11.4577196305575,11.6627241904805
H3K4me3_TDH_immune/samples/monocyte/McGill0058/problems/chr2:5118788-16279724,10.1334078059322,13.8110477118741
H3K4me3_TDH_immune/samples/monocyte/McGill0058/problems/chr2:95326171-109668000,8.45274837287813,10.5479515306834
H3K4me3_TDH_immune/samples/monocyte/McGill0058/problems/chr3:93504854-194041961,9.23515250540616,9.29097374947996
H3K4me3_TDH_immune/samples/monocyte/McGill0058/problems/chr4:32840638-40296396,12.1811223986228,13.4520970723482
H3K4me3_TDH_immune/samples/monocyte/McGill0058/problems/chr4:68270000-75427379,10.2098705465065,11.0074959919195
H3K4me3_TDH_immune/samples/monocyte/McGill0058/problems/chr4:9324642-31820917,9.71394733173849,10.5622465582237
H3K4me3_TDH_immune/samples/monocyte/McGill0079/problems/chr10:60000-17974675,11.6773070690159,13.4553381306643
H3K4me3_TDH_immune/samples/monocyte/McGill0079/problems/chr11:96437584-134946516,11.4889906747628,12.9716318986934
H3K4me3_TDH_immune/samples/monocyte/McGill0079/problems/chr12:38150000-66400000,10.5806461580639,12.3518865293413
H3K4me3_TDH_immune/samples/monocyte/McGill0079/problems/chr18:18521000-52059136,10.7666401632832,13.3890414375709
H3K4me3_TDH_immune/samples/monocyte/McGill0079/problems/chr1:17175658-29878082,10.6044127012065,10.6419661907026
H3K4me3_TDH_immune/samples/monocyte/McGill0079/problems/chr1:30028082-91800000,11.3879966669982,12.3003350264118
H3K4me3_TDH_immune/samples/monocyte/McGill0079/problems/chr2:21178113-33000000,10.2653536151016,10.8273170984912
H3K4me3_TDH_immune/samples/monocyte/McGill0079/problems/chr2:33200000-87000000,11.9604055698981,13.4478271007947
H3K4me3_TDH_immune/samples/monocyte/McGill0079/problems/chr2:5118788-16279724,11.6689661552951,15.5354382353381
H3K4me3_TDH_immune/samples/monocyte/McGill0079/problems/chr2:95326171-109668000,10.7266546524534,11.8177167794042
H3K4me3_TDH_immune/samples/monocyte/McGill0079/problems/chr3:93504854-194041961,12.2776928126074,12.880397466957
H3K4me3_TDH_immune/samples/monocyte/McGill0079/problems/chr4:32840638-40296396,12.1636488803647,14.4924097544543
H3K4me3_TDH_immune/samples/monocyte/McGill0079/problems/chr4:68270000-75427379,11.1889509893737,11.8992047787002
H3K4me3_TDH_immune/samples/monocyte/McGill0079/problems/chr4:9324642-31820917,10.9482031910115,12.0870507685611
H3K4me3_TDH_immune/samples/monocyte/McGill0101/problems/chr10:60000-17974675,10.4410317149039,11.2921159974037
H3K4me3_TDH_immune/samples/monocyte/McGill0101/problems/chr11:96437584-134946516,9.76497845335005,10.0091567173039
H3K4me3_TDH_immune/samples/monocyte/McGill0101/problems/chr12:38150000-66400000,8.81521824704538,10.8947815847776
H3K4me3_TDH_immune/samples/monocyte/McGill0101/problems/chr18:18521000-52059136,9.11556028325722,11.3096256037079
H3K4me3_TDH_immune/samples/monocyte/McGill0101/problems/chr1:17175658-29878082,9.0984002732969,9.4659366294464
H3K4me3_TDH_immune/samples/monocyte/McGill0101/problems/chr1:30028082-91800000,8.45012067707005,8.71434105270178
H3K4me3_TDH_immune/samples/monocyte/McGill0101/problems/chr2:21178113-33000000,8.68146666697152,9.00774932932891
H3K4me3_TDH_immune/samples/monocyte/McGill0101/problems/chr2:33200000-87000000,10.2264699227063,11.7605098031233
H3K4me3_TDH_immune/samples/monocyte/McGill0101/problems/chr2:5118788-16279724,9.81645745103443,13.6039432000167
H3K4me3_TDH_immune/samples/monocyte/McGill0101/problems/chr2:95326171-109668000,9.42061785441512,11.5924675529194
H3K4me3_TDH_immune/samples/monocyte/McGill0101/problems/chr3:93504854-194041961,10.2722555577601,10.3361265309112
H3K4me3_TDH_immune/samples/monocyte/McGill0101/problems/chr4:32840638-40296396,11.4290555142659,12.6872066260417
H3K4me3_TDH_immune/samples/monocyte/McGill0101/problems/chr4:68270000-75427379,10.0871443610613,10.2646505517914
H3K4me3_TDH_immune/samples/monocyte/McGill0101/problems/chr4:9324642-31820917,9.70086037376467,9.86918705785523
H3K4me3_TDH_immune/samples/monocyte/McGill0104/problems/chr10:60000-17974675,8.53642105738547,11.4024437178382
H3K4me3_TDH_immune/samples/monocyte/McGill0104/problems/chr11:96437584-134946516,9.26289206614222,9.66691988092776
H3K4me3_TDH_immune/samples/monocyte/McGill0104/problems/chr12:38150000-66400000,8.35984685628261,10.6229002070645
H3K4me3_TDH_immune/samples/monocyte/McGill0104/problems/chr18:18521000-52059136,8.24793013269301,11.1301806339147
H3K4me3_TDH_immune/samples/monocyte/McGill0104/problems/chr1:17175658-29878082,8.29638802514857,8.51669928552741
H3K4me3_TDH_immune/samples/monocyte/McGill0104/problems/chr1:30028082-91800000,7.87670541990588,10.8996826439173
H3K4me3_TDH_immune/samples/monocyte/McGill0104/problems/chr2:21178113-33000000,8.25093832431145,8.75769312052835
H3K4me3_TDH_immune/samples/monocyte/McGill0104/problems/chr2:33200000-87000000,9.71080832588979,11.4742788004258
H3K4me3_TDH_immune/samples/monocyte/McGill0104/problems/chr2:5118788-16279724,10.1323678079529,13.2575190340973
H3K4me3_TDH_immune/samples/monocyte/McGill0104/problems/chr2:95326171-109668000,7.89355988807473,11.3763878586774
H3K4me3_TDH_immune/samples/monocyte/McGill0104/problems/chr3:93504854-194041961,10.3732443863419,10.3925547067185
H3K4me3_TDH_immune/samples/monocyte/McGill0104/problems/chr4:32840638-40296396,11.3338382323775,12.6662042740275
H3K4me3_TDH_immune/samples/monocyte/McGill0104/problems/chr4:68270000-75427379,9.48674612176239,10.2391435460919
H3K4me3_TDH_immune/samples/monocyte/McGill0104/problems/chr4:9324642-31820917,9.76053476432396,10.3951107907865
H3K4me3_TDH_immune/samples/tcell/McGill0004/problems/chr10:60000-17974675,5.91655498375796,6.40800342555382
H3K4me3_TDH_immune/samples/tcell/McGill0004/problems/chr11:96437584-134946516,8.47064769398852,8.53801191689278
H3K4me3_TDH_immune/samples/tcell/McGill0004/problems/chr12:38150000-66400000,7.81375792384114,10.7690003931946
H3K4me3_TDH_immune/samples/tcell/McGill0004/problems/chr18:18521000-52059136,7.19678965987253,9.64745844770632
H3K4me3_TDH_immune/samples/tcell/McGill0004/problems/chr1:17175658-29878082,8.18045510540284,10.2827589961467
H3K4me3_TDH_immune/samples/tcell/McGill0004/problems/chr1:30028082-91800000,7.36107505430267,10.1325616880469
H3K4me3_TDH_immune/samples/tcell/McGill0004/problems/chr2:21178113-33000000,10.3724677695657,10.8958567872965
H3K4me3_TDH_immune/samples/tcell/McGill0004/problems/chr2:33200000-87000000,8.11022171311188,9.38736789739719
H3K4me3_TDH_immune/samples/tcell/McGill0004/problems/chr2:5118788-16279724,8.01508462460758,10.7083838385201
H3K4me3_TDH_immune/samples/tcell/McGill0004/problems/chr2:95326171-109668000,8.14277477170605,9.83281479263936
H3K4me3_TDH_immune/samples/tcell/McGill0004/problems/chr3:93504854-194041961,8.86562484513061,9.46609561619645
H3K4me3_TDH_immune/samples/tcell/McGill0004/problems/chr4:32840638-40296396,7.62718894309905,8.41500431138339
H3K4me3_TDH_immune/samples/tcell/McGill0004/problems/chr4:68270000-75427379,7.96574345040602,8.21941328738441
H3K4me3_TDH_immune/samples/tcell/McGill0004/problems/chr4:9324642-31820917,8.9695940411328,9.66068385207151
H3K4me3_TDH_immune/samples/tcell/McGill0005/problems/chr10:60000-17974675,8.44769520086112,10.5460452050896
H3K4me3_TDH_immune/samples/tcell/McGill0005/problems/chr11:96437584-134946516,9.53092242723806,11.0166154991794
H3K4me3_TDH_immune/samples/tcell/McGill0005/problems/chr12:38150000-66400000,9.2142982143513,12.5572008961068
H3K4me3_TDH_immune/samples/tcell/McGill0005/problems/chr18:18521000-52059136,8.55137882588828,11.6391034640948
H3K4me3_TDH_immune/samples/tcell/McGill0005/problems/chr1:17175658-29878082,9.71301336691465,9.92169243834319
H3K4me3_TDH_immune/samples/tcell/McGill0005/problems/chr1:30028082-91800000,8.28484269141635,11.6936826725749
H3K4me3_TDH_immune/samples/tcell/McGill0005/problems/chr2:21178113-33000000,9.76882582572598,12.6453698049862
H3K4me3_TDH_immune/samples/tcell/McGill0005/problems/chr2:33200000-87000000,7.96620232917303,11.6095392919936
H3K4me3_TDH_immune/samples/tcell/McGill0005/problems/chr2:5118788-16279724,9.83578161093223,12.1474791649646
H3K4me3_TDH_immune/samples/tcell/McGill0005/problems/chr2:95326171-109668000,8.72757397042308,11.5213286903609
H3K4me3_TDH_immune/samples/tcell/McGill0005/problems/chr3:93504854-194041961,9.9361225596748,11.7053226154213
H3K4me3_TDH_immune/samples/tcell/McGill0005/problems/chr4:32840638-40296396,9.61686339462027,11.3104833451956
H3K4me3_TDH_immune/samples/tcell/McGill0005/problems/chr4:68270000-75427379,9.56940090895085,10.667852620927
H3K4me3_TDH_immune/samples/tcell/McGill0005/problems/chr4:9324642-31820917,8.2207928147991,11.3702119152152
H3K4me3_TDH_immune/samples/tcell/McGill0006/problems/chr10:60000-17974675,8.16511886302213,9.81946589541367
H3K4me3_TDH_immune/samples/tcell/McGill0006/problems/chr11:96437584-134946516,7.9393257558656,8.07494182734495
H3K4me3_TDH_immune/samples/tcell/McGill0006/problems/chr12:38150000-66400000,7.88024674847188,9.33295632153753
H3K4me3_TDH_immune/samples/tcell/McGill0006/problems/chr18:18521000-52059136,7.01350440127049,8.60712104871999
H3K4me3_TDH_immune/samples/tcell/McGill0006/problems/chr1:17175658-29878082,7.74230909120281,9.77299759992528
H3K4me3_TDH_immune/samples/tcell/McGill0006/problems/chr1:30028082-91800000,7.3610235089899,9.27795473267059
H3K4me3_TDH_immune/samples/tcell/McGill0006/problems/chr2:21178113-33000000,7.27135346682366,7.48881174547537
H3K4me3_TDH_immune/samples/tcell/McGill0006/problems/chr2:33200000-87000000,7.80787372598204,Inf
H3K4me3_TDH_immune/samples/tcell/McGill0006/problems/chr2:5118788-16279724,7.92226526455188,8.45988369905857
H3K4me3_TDH_immune/samples/tcell/McGill0006/problems/chr2:95326171-109668000,7.95246938923357,8.50535875935598
H3K4me3_TDH_immune/samples/tcell/McGill0006/problems/chr3:93504854-194041961,7.7832551621681,7.87298017436668
H3K4me3_TDH_immune/samples/tcell/McGill0006/problems/chr4:32840638-40296396,7.95290736517583,8.49797950259561
H3K4me3_TDH_immune/samples/tcell/McGill0006/problems/chr4:68270000-75427379,7.82853673952421,7.91806493918934
H3K4me3_TDH_immune/samples/tcell/McGill0006/problems/chr4:9324642-31820917,7.26482787087188,7.37708826722435
H3K4me3_TDH_immune/samples/tcell/McGill0007/problems/chr10:60000-17974675,7.48254181623109,7.67142866322285
H3K4me3_TDH_immune/samples/tcell/McGill0007/problems/chr11:96437584-134946516,8.70742254363753,8.79264833713372
H3K4me3_TDH_immune/samples/tcell/McGill0007/problems/chr12:38150000-66400000,7.82367932886839,10.8244658958764
H3K4me3_TDH_immune/samples/tcell/McGill0007/problems/chr18:18521000-52059136,7.8326303740524,10.2849249713129
H3K4me3_TDH_immune/samples/tcell/McGill0007/problems/chr1:17175658-29878082,7.72212595878056,7.78314337547464
H3K4me3_TDH_immune/samples/tcell/McGill0007/problems/chr1:30028082-91800000,7.80351831516176,10.4269118832721
H3K4me3_TDH_immune/samples/tcell/McGill0007/problems/chr2:21178113-33000000,9.85644669123619,11.3053365837286
H3K4me3_TDH_immune/samples/tcell/McGill0007/problems/chr2:33200000-87000000,7.2987066732085,9.63635671689796
H3K4me3_TDH_immune/samples/tcell/McGill0007/problems/chr2:5118788-16279724,8.29707220176047,9.3487925293079
H3K4me3_TDH_immune/samples/tcell/McGill0007/problems/chr2:95326171-109668000,7.00663127167512,9.87142796474878
H3K4me3_TDH_immune/samples/tcell/McGill0007/problems/chr3:93504854-194041961,8.5655247839808,8.59951855997935
H3K4me3_TDH_immune/samples/tcell/McGill0007/problems/chr4:32840638-40296396,8.7247172775136,10.3492717387169
H3K4me3_TDH_immune/samples/tcell/McGill0007/problems/chr4:68270000-75427379,8.83092285458685,9.2757027580551
H3K4me3_TDH_immune/samples/tcell/McGill0007/problems/chr4:9324642-31820917,8.79970561537216,9.93548078352335
H3K4me3_TDH_immune/samples/tcell/McGill0008/problems/chr10:60000-17974675,7.49750215905931,8.262466416658
H3K4me3_TDH_immune/samples/tcell/McGill0008/problems/chr11:96437584-134946516,8.91522326189111,8.96970709587285
H3K4me3_TDH_immune/samples/tcell/McGill0008/problems/chr12:38150000-66400000,8.35390396989505,12.4387290841405
H3K4me3_TDH_immune/samples/tcell/McGill0008/problems/chr18:18521000-52059136,9.15275188098651,11.5784979008441
H3K4me3_TDH_immune/samples/tcell/McGill0008/problems/chr1:17175658-29878082,9.25201044920156,11.2309462266327
H3K4me3_TDH_immune/samples/tcell/McGill0008/problems/chr1:30028082-91800000,8.37148954723308,11.5751634307218
H3K4me3_TDH_immune/samples/tcell/McGill0008/problems/chr2:21178113-33000000,9.9094341172581,12.599435947976
H3K4me3_TDH_immune/samples/tcell/McGill0008/problems/chr2:33200000-87000000,7.82281904602313,11.3916078076587
H3K4me3_TDH_immune/samples/tcell/McGill0008/problems/chr2:5118788-16279724,9.77328253581868,11.0914259059287
H3K4me3_TDH_immune/samples/tcell/McGill0008/problems/chr2:95326171-109668000,8.66764225427447,11.2322869687807
H3K4me3_TDH_immune/samples/tcell/McGill0008/problems/chr3:93504854-194041961,8.48700639828204,8.59647783027998
H3K4me3_TDH_immune/samples/tcell/McGill0008/problems/chr4:32840638-40296396,9.79168967053051,11.228931297518
H3K4me3_TDH_immune/samples/tcell/McGill0008/problems/chr4:68270000-75427379,8.70983828050492,10.3945781004731
H3K4me3_TDH_immune/samples/tcell/McGill0008/problems/chr4:9324642-31820917,8.57535339483053,11.441440188008
H3K4me3_TDH_immune/samples/tcell/McGill0009/problems/chr10:60000-17974675,7.63360235576364,7.91797580706751
H3K4me3_TDH_immune/samples/tcell/McGill0009/problems/chr11:96437584-134946516,9.33021657041334,9.40517864148956
H3K4me3_TDH_immune/samples/tcell/McGill0009/problems/chr12:38150000-66400000,9.26098055193348,12.1864342195656
H3K4me3_TDH_immune/samples/tcell/McGill0009/problems/chr18:18521000-52059136,8.38573631137131,11.215400448994
H3K4me3_TDH_immune/samples/tcell/McGill0009/problems/chr1:17175658-29878082,10.1915824901283,11.1551053729906
H3K4me3_TDH_immune/samples/tcell/McGill0009/problems/chr1:30028082-91800000,8.39524064609281,11.1767267257014
H3K4me3_TDH_immune/samples/tcell/McGill0009/problems/chr2:21178113-33000000,9.84925866109101,12.3374443419483
H3K4me3_TDH_immune/samples/tcell/McGill0009/problems/chr2:33200000-87000000,8.49746369319784,11.2436047326076
H3K4me3_TDH_immune/samples/tcell/McGill0009/problems/chr2:5118788-16279724,9.3363928757471,10.4836361064642
H3K4me3_TDH_immune/samples/tcell/McGill0009/problems/chr2:95326171-109668000,8.30902318361834,11.0419388808468
H3K4me3_TDH_immune/samples/tcell/McGill0009/problems/chr3:93504854-194041961,8.78725150751804,9.18664302212964
H3K4me3_TDH_immune/samples/tcell/McGill0009/problems/chr4:32840638-40296396,8.95557620266638,11.1379809899373
H3K4me3_TDH_immune/samples/tcell/McGill0009/problems/chr4:68270000-75427379,8.59412664766563,10.335651333908
H3K4me3_TDH_immune/samples/tcell/McGill0009/problems/chr4:9324642-31820917,8.48359990637287,11.0225439310799
H3K4me3_TDH_immune/samples/tcell/McGill0010/problems/chr10:60000-17974675,6.89422081386888,7.76401736281659
H3K4me3_TDH_immune/samples/tcell/McGill0010/problems/chr11:96437584-134946516,7.64402629223796,7.89284588515772
H3K4me3_TDH_immune/samples/tcell/McGill0010/problems/chr12:38150000-66400000,8.06327065983706,9.65189625814419
H3K4me3_TDH_immune/samples/tcell/McGill0010/problems/chr18:18521000-52059136,8.16612444970569,8.25282065512197
H3K4me3_TDH_immune/samples/tcell/McGill0010/problems/chr1:17175658-29878082,7.51352302100938,8.22752668783455
H3K4me3_TDH_immune/samples/tcell/McGill0010/problems/chr1:30028082-91800000,7.23773022296223,8.46164332572491
H3K4me3_TDH_immune/samples/tcell/McGill0010/problems/chr2:21178113-33000000,7.56898848183798,8.61527855534191
H3K4me3_TDH_immune/samples/tcell/McGill0010/problems/chr2:33200000-87000000,12.149706750954,Inf
H3K4me3_TDH_immune/samples/tcell/McGill0010/problems/chr2:5118788-16279724,7.78489757629883,9.09899805468495
H3K4me3_TDH_immune/samples/tcell/McGill0010/problems/chr2:95326171-109668000,7.88025738055375,8.7938263583132
H3K4me3_TDH_immune/samples/tcell/McGill0010/problems/chr3:93504854-194041961,8.02889112452091,8.14782415082041
H3K4me3_TDH_immune/samples/tcell/McGill0010/problems/chr4:32840638-40296396,9.09514753320545,9.97205670749423
H3K4me3_TDH_immune/samples/tcell/McGill0010/problems/chr4:68270000-75427379,8.27151341616896,8.9277982364353
H3K4me3_TDH_immune/samples/tcell/McGill0010/problems/chr4:9324642-31820917,8.4140254027109,9.35091432408526
H3K4me3_TDH_immune/samples/tcell/McGill0011/problems/chr10:60000-17974675,7.23506630176468,7.37002490399333
H3K4me3_TDH_immune/samples/tcell/McGill0011/problems/chr11:96437584-134946516,8.91852481725574,9.12485226812825
H3K4me3_TDH_immune/samples/tcell/McGill0011/problems/chr12:38150000-66400000,8.37095649698926,11.8446530072429
H3K4me3_TDH_immune/samples/tcell/McGill0011/problems/chr18:18521000-52059136,8.07090499386445,10.9312774917266
H3K4me3_TDH_immune/samples/tcell/McGill0011/problems/chr1:17175658-29878082,8.14651254613504,9.0917531944946
H3K4me3_TDH_immune/samples/tcell/McGill0011/problems/chr1:30028082-91800000,8.08299806003193,11.3710981410119
H3K4me3_TDH_immune/samples/tcell/McGill0011/problems/chr2:21178113-33000000,7.81037665446303,9.06791770841246
H3K4me3_TDH_immune/samples/tcell/McGill0011/problems/chr2:33200000-87000000,7.44753360608436,7.73089083381284
H3K4me3_TDH_immune/samples/tcell/McGill0011/problems/chr2:5118788-16279724,9.85302758150873,10.6009300114702
H3K4me3_TDH_immune/samples/tcell/McGill0011/problems/chr2:95326171-109668000,7.73273698167792,11.0290826437943
H3K4me3_TDH_immune/samples/tcell/McGill0011/problems/chr3:93504854-194041961,8.70256682301339,9.035393879231
H3K4me3_TDH_immune/samples/tcell/McGill0011/problems/chr4:32840638-40296396,8.85685284023404,10.5614501846205
H3K4me3_TDH_immune/samples/tcell/McGill0011/problems/chr4:68270000-75427379,8.45085219986714,9.69456256675738
H3K4me3_TDH_immune/samples/tcell/McGill0011/problems/chr4:9324642-31820917,7.89748402806471,10.9220494003132
H3K4me3_TDH_immune/samples/tcell/McGill0024/problems/chr10:60000-17974675,8.16851014725318,8.54900204508103
H3K4me3_TDH_immune/samples/tcell/McGill0024/problems/chr11:96437584-134946516,9.64554632514352,10.1778949730379
H3K4me3_TDH_immune/samples/tcell/McGill0024/problems/chr12:38150000-66400000,8.99108113231338,11.6637365403861
H3K4me3_TDH_immune/samples/tcell/McGill0024/problems/chr18:18521000-52059136,8.8613077505092,10.6814510783349
H3K4me3_TDH_immune/samples/tcell/McGill0024/problems/chr1:17175658-29878082,8.15353435103707,8.16776545325326
H3K4me3_TDH_immune/samples/tcell/McGill0024/problems/chr1:30028082-91800000,8.69370684120187,10.8635685031636
H3K4me3_TDH_immune/samples/tcell/McGill0024/problems/chr2:21178113-33000000,10.6837109090609,11.8745274500378
H3K4me3_TDH_immune/samples/tcell/McGill0024/problems/chr2:33200000-87000000,8.69303107384583,9.85164981913106
H3K4me3_TDH_immune/samples/tcell/McGill0024/problems/chr2:5118788-16279724,8.82423820670284,11.8198891923083
H3K4me3_TDH_immune/samples/tcell/McGill0024/problems/chr2:95326171-109668000,8.58824389052766,9.22146399547423
H3K4me3_TDH_immune/samples/tcell/McGill0024/problems/chr3:93504854-194041961,9.20225627594134,9.23620417673434
H3K4me3_TDH_immune/samples/tcell/McGill0024/problems/chr4:32840638-40296396,9.29571995956943,9.4335903790495
H3K4me3_TDH_immune/samples/tcell/McGill0024/problems/chr4:68270000-75427379,9.37403899418196,9.6240907818813
H3K4me3_TDH_immune/samples/tcell/McGill0024/problems/chr4:9324642-31820917,8.98798387469103,10.7838581033858
H3K4me3_TDH_immune/samples/tcell/McGill0025/problems/chr10:60000-17974675,7.75946438332408,7.83215331433898
