sequenceID,quartile.0%,quartile.25%,quartile.50%,quartile.75%,quartile.100%,mean,sd,bases,data,log+1.quartile.0%,log+1.quartile.25%,log+1.quartile.50%,log+1.quartile.75%,log+1.quartile.100%,log+1.mean,log+1.sd,log+1.bases,log+1.data,log.quartile.0%,log.quartile.25%,log.quartile.50%,log.quartile.75%,log.quartile.100%,log.mean,log.sd,log.bases,log.data,log.log.quartile.0%,log.log.quartile.25%,log.log.quartile.50%,log.log.quartile.75%,log.log.quartile.100%,log.log.mean,log.log.sd,log.log.bases,log.log.data
H3K4me3_TDH_other/samples/kidneyCancer/McGill0022/problems/chr1:103913906-120697156,0,0,1,2,660,3.02060578255106,17.3675438136942,16783250,622925,0,0,0.693147180559945,1.09861228866811,6.49375383985169,1.39143258345488,2.91058518390181,16.6358919827883,13.3421830106184,-Inf,-Inf,0,0.693147180559945,6.49223983502047,1.10545740151994,2.85460316632214,16.6358919232051,13.34218140529,,,-Inf,-0.366512920581664,1.87060759213393,0.100259187348099,1.04893283741285,2.8115625252982,2.59093055075388
H3K4me3_TDH_other/samples/kidneyCancer/McGill0022/problems/chr1:30028082-91800000,0,0,1,2,693,3.06545505030295,16.9355144784853,61771918,2379013,0,0,0.693147180559945,1.09861228866811,6.5424719605068,1.40252568022853,2.88678279629823,17.9389594340505,14.6821966740933,-Inf,-Inf,0,0.693147180559945,6.5410299991899,1.12019602502485,2.82941286540588,17.9389594178619,14.682196253751,,,-Inf,-0.366512920581664,1.87809464529938,0.113503692335993,1.04006922207621,2.88697485148472,2.68663562056227
H3K4me3_TDH_other/samples/kidneyCancer/McGill0022/problems/chr2:110251337-149690582,0,0,1,2,1218,2.14731040109921,12.5535585138206,39439245,1197718,0,0,0.693147180559945,1.09861228866811,7.10578612948127,1.14654824718687,2.60664913379304,17.4902719698689,13.9959294725486,-Inf,-Inf,0,0.693147180559945,7.10496544826984,0.764216082782697,2.53000417230394,17.4902719445135,13.9959286376279,,,-Inf,-0.366512920581664,1.96079389852103,-0.268904698937322,0.928220951870062,2.86164483748101,2.63876647572336
H3K4me3_TDH_other/samples/kidneyCancer/McGill0022/problems/chr3:60000-66170270,0,0,1,2,556,2.17477357148897,12.011193657717,66110270,1963025,0,0,0.693147180559945,1.09861228866811,6.32256523992728,1.15523631373508,2.56581003756375,18.0068346785299,14.489997718204,-Inf,-Inf,0,0.693147180559945,6.32076829425058,0.776924554058796,2.48583901980571,18.0068346634037,14.4899972087863,,,-Inf,-0.366512920581664,1.84384076631625,-0.252412032352334,0.910610236287784,2.89075138934945,2.67345856370223
H3K4me3_TDH_other/samples/kidneyCancer/McGill0022/problems/chr3:93504854-194041961,0,0,1,2,785,2.48685309793129,14.2050676902994,100537107,3349457,0,0,0.693147180559945,1.09861228866811,6.66695679242921,1.24899963830918,2.72162877296417,18.4260374511442,15.0243090996669,-Inf,-Inf,0,0.693147180559945,6.66568371778241,0.911018095095702,2.65359878053939,18.4260374411976,15.0243088011111,,,-Inf,-0.366512920581664,1.89697253168255,-0.0931925190262466,0.975916749101077,2.9137647426611,2.70966947610925
H3K4me3_TDH_other/samples/kidneyCancer/McGill0022/problems/chr4:1478646-8799203,0,0,1,2,583,3.53451451849907,17.5407435688837,7320557,325876,0,0,0.693147180559945,1.09861228866811,6.36990098282823,1.51171802568646,2.91997066553001,15.8061971125404,12.6942752885396,-Inf,-Inf,0,0.693147180559945,6.36818718635049,1.26257595427331,2.86452637879827,15.8061969759388,12.6942722198924,,,-Inf,-0.366512920581664,1.85131484295153,0.233154042158367,1.05240302369066,2.76040207680426,2.54115088542293
H3K4me3_TDH_other/samples/kidneyCancer/McGill0022/problems/chr4:75452279-190000000,0,0,1,2,564,2.0768419827401,12.0475847597662,114547721,3350621,0,0,0.693147180559945,1.09861228866811,6.33682573114644,1.12390374069562,2.56860304076006,18.5565020801536,15.0246565582082,-Inf,-Inf,0,0.693147180559945,6.33505425149806,0.730848462433144,2.48886420497274,18.5565020714236,15.0246562597561,,,-Inf,-0.366512920581664,1.84609837750882,-0.313549142455377,0.911826463830712,2.92082024361678,2.70969260227312
H3K4me3_TDH_other/samples/kidneyCancer/McGill0022/problems/chr5:100000-17500000,0,0,1,2,559,2.01892637931034,10.9130638924989,17400000,521067,0,0,0.693147180559945,1.09861228866811,6.32793678372919,1.10490126464079,2.47763560406137,16.671980821656,13.1636358304529,-Inf,-Inf,0,0.693147180559945,6.3261494731551,0.702565874728453,2.38996059382827,16.6719807641848,13.1636339113157,,,-Inf,-0.366512920581664,1.84469175298798,-0.353016110315093,0.871276877869531,2.81372951179059,2.57745802085815
H3K4me3_TDH_other/samples/leukemiaCD19CD10BCells/McGill0267/problems/chr11:96437584-134946516,0,0,1,2,62,1.57628082232974,1.87824423279536,38508932,1162503,0,0,0.693147180559945,1.09861228866811,4.14313472639153,0.946346817179974,1.05718046685048,17.4664007983182,13.9660868572979,-Inf,-Inf,0,0.693147180559945,4.12713438504509,0.455068162319761,0.63033742174218,17.4664007723502,13.9660859970855,,,-Inf,-0.366512920581664,1.41758331264522,-0.787308063955001,-0.461500012906775,2.86027907958597,2.63663196200803
H3K4me3_TDH_other/samples/leukemiaCD19CD10BCells/McGill0267/problems/chr1:103913906-120697156,0,0,1,2,54,1.57736540896429,1.92459443312493,16783250,505820,0,0,0.693147180559945,1.09861228866811,4.00733318523247,0.946767717878971,1.07315581572837,16.6358919827883,13.1339381307429,-Inf,-Inf,0,0.693147180559945,3.98898404656427,0.455755992594796,0.65471526145179,16.6358919232051,13.1339361537569,,,-Inf,-0.366512920581664,1.38353657355811,-0.785797716645749,-0.423554853203771,2.8115625252982,2.57519942661466
H3K4me3_TDH_other/samples/leukemiaCD19CD10BCells/McGill0267/problems/chr1:30028082-91800000,0,0,1,2,67,1.720564788032,2.05913348967769,61771918,2027616,0,0,0.693147180559945,1.09861228866811,4.21950770517611,1.00083950141198,1.11813170255521,17.9389594340505,14.5223717698419,-Inf,-Inf,0,0.693147180559945,4.20469261939097,0.542652602060213,0.722285258230529,17.9389594178619,14.522371276652,,,-Inf,-0.366512920581664,1.43620119191619,-0.611285939003088,-0.325335123616474,2.88697485148472,2.67569030712704
H3K4me3_TDH_other/samples/leukemiaCD19CD10BCells/McGill0267/problems/chr2:110251337-149690582,0,0,1,2,56,1.6364272693354,1.81409170297016,39439245,1235965,0,0,0.693147180559945,1.09861228866811,4.04305126783455,0.969424693541283,1.03463954628139,17.4902719698689,14.0273634085308,-Inf,-Inf,0,0.693147180559945,4.02535169073515,0.492515371157802,0.595584903320461,17.4902719445135,14.0273625994467,,,-Inf,-0.366512920581664,1.39261228363358,-0.708229608384336,-0.518211325504166,2.86164483748101,2.64100989351013
H3K4me3_TDH_other/samples/leukemiaCD19CD10BCells/McGill0267/problems/chr3:60000-66170270,0,0,1,3,58,1.75297196638283,2.00170129243155,66110270,2212607,0,0,0.693147180559945,1.38629436111989,4.07753744390572,1.01268104317467,1.09917922540628,18.0068346785299,14.6096824682322,-Inf,-Inf,0,1.09861228866811,4.06044301054642,0.561312614015924,0.693997465181271,18.0068346634037,14.6096820162768,,,-Inf,0.0940478276166991,1.40129208355907,-0.577477284427197,-0.365286970958558,2.89075138934945,2.68168446072608
H3K4me3_TDH_other/samples/leukemiaCD19CD10BCells/McGill0267/problems/chr3:93504854-194041961,0,0,1,2,62,1.67004366855314,1.88778122979284,100537107,3210784,0,0,0.693147180559945,1.09861228866811,4.14313472639153,0.982094827541762,1.06048846670452,18.4260374511442,14.9820260134957,-Inf,-Inf,0,0.693147180559945,4.12713438504509,0.512849774921007,0.635402186958988,18.4260374411976,14.9820257020454,,,-Inf,-0.366512920581664,1.41758331264522,-0.667772313107614,-0.453497115290844,2.9137647426611,2.70685119605255
H3K4me3_TDH_other/samples/leukemiaCD19CD10BCells/McGill0267/problems/chr4:1478646-8799203,0,0,1,2,46,1.60346828800049,2.02440496057708,7320557,224993,0,0,0.693147180559945,1.09861228866811,3.85014760171006,0.956844513020607,1.10671436488615,15.8061971125404,12.3238290141643,-Inf,-Inf,0,0.693147180559945,3.8286413964891,0.472168963217431,0.705275810748519,15.8061969759388,12.3238245695915,,,-Inf,-0.366512920581664,1.34251001349688,-0.750418384535314,-0.349166331756934,2.76040207680426,2.5115343457736
H3K4me3_TDH_other/samples/leukemiaCD19CD10BCells/McGill0267/problems/chr4:75452279-190000000,0,0,1,2,64,1.63927609699018,1.82807845478155,114547721,3593081,0,0,0.693147180559945,1.09861228866811,4.17438726989564,0.970504673871434,1.03959748979293,18.5565020801536,15.0945208879894,-Inf,-Inf,0,0.693147180559945,4.15888308335967,0.494254740114283,0.603265390481645,18.5565020714236,15.0945206096768,,,-Inf,-0.366512920581664,1.42524654864639,-0.70470422645786,-0.505398062192997,2.92082024361678,2.71433180443501
H3K4me3_TDH_other/samples/leukemiaCD19CD10BCells/McGill0267/problems/chr5:100000-17500000,0,0,1,2,60,1.62096522988506,1.74206658264744,17400000,541649,0,0,0.693147180559945,1.09861228866811,4.11087386417331,0.963542658280386,1.00871186335714,16.671980821656,13.2023753153737,-Inf,-Inf,0,0.693147180559945,4.0943445622221,0.483021792730187,0.555072099655921,16.6719807641848,13.2023734691614,,,-Inf,-0.366512920581664,1.40960664642895,-0.727693506823223,-0.588657264383237,2.81372951179059,2.58039662169856
H3K4me3_TDH_other/samples/skeletalMuscleCtrl/McGill0019/problems/chr11:96437584-134946516,0,0,1,3,433,2.77832599979662,9.2750204793933,38508932,1190404,0,0,0.693147180559945,1.38629436111989,6.07304453410041,1.32928105434463,2.32971575350861,17.4664007983182,13.989804143321,-Inf,-Inf,0,1.09861228866811,6.07073772800249,1.02184858798586,2.2273248165119,17.4664007723502,13.9898033032704,,,-Inf,0.0940478276166991,1.80348013442488,0.0216133281501056,0.800801231484183,2.86027907958597,2.63832872876943
H3K4me3_TDH_other/samples/skeletalMuscleCtrl/McGill0019/problems/chr1:103913906-120697156,0,0,1,3,432,3.18573172657262,11.186011780316,16783250,571711,0,0,0.693147180559945,1.38629436111989,6.07073772800249,1.43168153371699,2.50028871853484,16.6358919827883,13.2563906470615,-Inf,-Inf,0,1.09861228866811,6.06842558824411,1.15868200410467,2.41466404952918,16.6358919232051,13.2563888979276,,,-Inf,0.0940478276166991,1.80309919552059,0.147283155791847,0.881560167502047,2.8115625252982,2.584479617196
H3K4me3_TDH_other/samples/skeletalMuscleCtrl/McGill0019/problems/chr1:30028082-91800000,0,0,1,3,424,3.19701264577862,10.9035897670378,61771918,2131972,0,0,0.693147180559945,1.38629436111989,6.05208916892442,1.43437299739877,2.47684001572253,17.9389594340505,14.5725584000226,-Inf,-Inf,0,1.09861228866811,6.04973345523196,1.16221682558399,2.38909207144125,17.9389594178619,14.5725579309734,,,-Inf,0.0940478276166991,1.80001421408576,0.150329237910805,0.870913407342034,2.88697485148472,2.6791401662924
H3K4me3_TDH_other/samples/skeletalMuscleCtrl/McGill0019/problems/chr2:110251337-149690582,0,0,1,3,621,2.40899416304749,7.56840610191965,39439245,1092872,0,0,0.693147180559945,1.38629436111989,6.43294009273918,1.22641728093591,2.14808172953852,17.4902719698689,13.9043205664461,-Inf,-Inf,0,1.09861228866811,6.43133108193348,0.879209300652419,2.02398249071155,17.4902719445135,13.9043196514262,,,-Inf,0.0940478276166991,1.86118152801283,-0.12873229740862,0.705067100553588,2.86164483748101,2.63219955814846
H3K4me3_TDH_other/samples/skeletalMuscleCtrl/McGill0019/problems/chr3:60000-66170270,0,0,1,4,447,3.22741869001594,10.6066512853481,66110270,2319170,0,0,0.693147180559945,1.6094379124341,6.10479323241498,1.44159156801981,2.45157832045693,18.0068346785299,14.6567203521996,-Inf,-Inf,0,1.38629436111989,6.10255859461357,1.17168265055251,2.36148128408474,18.0068346634037,14.6567199210109,,,-Inf,0.326634259978281,1.8087081249781,0.158440878509301,0.859289084887412,2.89075138934945,2.68489892797338
H3K4me3_TDH_other/samples/skeletalMuscleCtrl/McGill0019/problems/chr3:93504854-194041961,0,0,1,3,459,2.76488920652949,9.12466476423845,100537107,3073144,0,0,0.693147180559945,1.38629436111989,6.13122648948314,1.32571843360226,2.31497450273962,18.4260374511442,14.9382120251605,-Inf,-Inf,0,1.09861228866811,6.12905021006055,1.01700056420022,2.21098116062804,18.4260374411976,14.9382116997609,,,-Inf,0.0940478276166991,1.81303979668093,0.016857671835416,0.793436381091854,2.9137647426611,2.70392247372901
H3K4me3_TDH_other/samples/skeletalMuscleCtrl/McGill0019/problems/chr4:1478646-8799203,0,0,1,4,393,3.4050265574054,10.2419827418917,7320557,283578,0,0,0.693147180559945,1.6094379124341,5.97635090929793,1.48274628829287,2.41965522943298,15.8061971125404,12.5552460229436,-Inf,-Inf,0,1.38629436111989,5.97380961186926,1.22525273910275,2.32649522800591,15.8061969759388,12.5552424965831,,,-Inf,0.326634259978281,1.78738484982998,0.20314714035103,0.844362941153208,2.76040207680426,2.53013830716481
H3K4me3_TDH_other/samples/skeletalMuscleCtrl/McGill0019/problems/chr4:75452279-190000000,0,0,1,3,453,2.44970106389109,7.94478694329595,114547721,3139378,0,0,0.693147180559945,1.38629436111989,6.11809719804135,1.23828757914159,2.19107089815225,18.5565020801536,14.9595355676246,-Inf,-Inf,0,1.09861228866811,6.11589212548303,0.895966002373902,2.072515983178,18.5565020714236,14.9595352490902,,,-Inf,0.0940478276166991,1.81089064982804,-0.109852810506217,0.728763320025563,2.92082024361678,2.70534890582648
H3K4me3_TDH_other/samples/skeletalMuscleCtrl/McGill0019/problems/chr5:100000-17500000,0,0,1,3,301,2.36962063218391,6.59376066415632,17400000,485158,0,0,0.693147180559945,1.38629436111989,5.71042701737487,1.21480016597531,2.02732694487318,16.671980821656,13.092231951245,-Inf,-Inf,0,1.09861228866811,5.70711026474888,0.862729871525863,1.88612384798784,16.6719807641848,13.0922298900629,,,-Inf,0.0940478276166991,1.74171281233321,-0.147653647875013,0.634523849068982,2.81372951179059,2.57201891606794
H3K4me3_TDH_other/samples/skeletalMuscleCtrl/McGill0036/problems/chr11:96437584-134946516,0,0,0,2,657,1.99718615930455,12.4186015936963,38508932,805915,0,0,0,1.09861228866811,6.48920493132532,1.09767390162219,2.59664192296172,17.4664007983182,13.5997347976954,-Inf,-Inf,-Inf,0.693147180559945,6.48768401848461,0.691739269570508,2.51919547706612,17.4664007723502,13.5997335568705,,,,-0.366512920581664,1.86990561317406,-0.368546172440462,0.92393959541807,2.86027907958597,2.61005020114351
H3K4me3_TDH_other/samples/skeletalMuscleCtrl/McGill0036/problems/chr1:103913906-120697156,0,0,0,2,648,2.48913065109559,15.5478316161625,16783250,404578,0,0,0,1.09861228866811,6.47543271670409,1.24965260807722,2.80625507306773,16.6358919827883,12.9106022992546,-Inf,-Inf,-Inf,0.693147180559945,6.47389069635227,0.911933513408226,2.74392118299581,16.6358919232051,12.9105998275464,,,,-0.366512920581664,1.8677772718818,-0.0921881935299477,1.00938798605309,2.8115625252982,2.55804866602138
H3K4me3_TDH_other/samples/skeletalMuscleCtrl/McGill0036/problems/chr1:30028082-91800000,0,0,0,2,736,2.42371826628404,14.9983729479008,61771918,1477917,0,0,0,1.09861228866811,6.60258789218934,1.23072717285093,2.77248702631273,17.9389594340505,14.2061448985723,-Inf,-Inf,-Inf,0.693147180559945,6.60123011872888,0.885302834671702,2.70794172507895,17.9389594178619,14.2061442219445,,,,-0.366512920581664,1.88725601329107,-0.121825506436789,0.996188835275996,2.88697485148472,2.6536745627094
H3K4me3_TDH_other/samples/skeletalMuscleCtrl/McGill0036/problems/chr2:110251337-149690582,0,0,0,1,672,1.5697010173496,9.89689953833723,39439245,690461,0,0,0,0.693147180559945,6.51174532964473,0.943789556477975,2.38847830274855,17.4902719698689,13.4451162177321,-Inf,-Inf,-Inf,0,6.51025834052315,0.450885166416032,2.29222153014436,17.4902719445135,13.4451147694254,,,,-Inf,1.87337913907721,-0.79654259182072,0.829521447822475,2.86164483748101,2.59861582590049
H3K4me3_TDH_other/samples/skeletalMuscleCtrl/McGill0036/problems/chr3:60000-66170270,0,0,0,2,609,2.37374082725725,14.1502027788235,66110270,1576401,0,0,0,1.09861228866811,6.41345895716736,1.21602216648969,2.71801391660663,18.0068346785299,14.2706555930157,-Inf,-Inf,-Inf,0.693147180559945,6.4118182677099,0.864467118895607,2.64972895464547,18.0068346634037,14.2706549586595,,,,-0.366512920581664,1.85814289181756,-0.14564200940503,0.974457353501184,2.89075138934945,2.658205328029
H3K4me3_TDH_other/samples/skeletalMuscleCtrl/McGill0036/problems/chr3:93504854-194041961,0,0,0,2,693,1.95098227761815,12.4681601589834,100537107,2036657,0,0,0,1.09861228866811,6.5424719605068,1.08213809039148,2.60032839304453,18.4260374511442,14.5268207871515,-Inf,-Inf,-Inf,0.693147180559945,6.5410299991899,0.668332977857099,2.523178207426,18.4260374411976,14.5268202961509,,,,-0.366512920581664,1.87809464529938,-0.402968759794358,0.92551930030998,2.9137647426611,2.67599661647975
H3K4me3_TDH_other/samples/skeletalMuscleCtrl/McGill0036/problems/chr4:1478646-8799203,0,0,0,2,576,2.42808955657336,13.428240830634,7320557,188602,0,0,0,1.09861228866811,6.3578422665081,1.23200312541568,2.66918745479511,15.8061971125404,12.1473995557358,-Inf,-Inf,-Inf,0.693147180559945,6.35610766069589,0.887104757431913,2.5973600139163,15.8061969759388,12.1473942535791,,,,-0.366512920581664,1.84941618696649,-0.119792200566231,0.954495549917735,2.76040207680426,2.49711468205971
H3K4me3_TDH_other/samples/skeletalMuscleCtrl/McGill0036/problems/chr4:75452279-190000000,0,0,0,1,531,1.65029329566496,10.7642110772997,114547721,2027730,0,0,0,0.693147180559945,6.27664348934164,0.974670311483234,2.46506196317781,18.5565020801536,14.5224279918973,-Inf,-Inf,-Inf,0,6.27476202124194,0.500953027064409,2.37622684223201,18.5565020714236,14.5224274987351,,,,-Inf,1.836535559397,-0.691242940647334,0.865513869263075,2.92082024361678,2.67569417853159
H3K4me3_TDH_other/samples/skeletalMuscleCtrl/McGill0036/problems/chr5:100000-17500000,0,0,0,1,503,1.41905804597701,8.12427871304311,17400000,291398,0,0,0,0.693147180559945,6.22257626807137,0.883378227196551,2.21093885119836,16.671980821656,12.5824487410284,-Inf,-Inf,-Inf,0,6.22059017009974,0.34999330359709,2.09485695049587,16.6719807641848,12.5824453093017,,,,-Inf,1.8278647849027,-1.04984125726145,0.7394852696566,2.81372951179059,2.53230261309042
H3K4me3_TDH_other/samples/skeletalMuscleCtrl/McGill0037/problems/chr11:96437584-134946516,0,0,1,2,257,2.04906137100868,6.10572584710804,38508932,1156327,0,0,0.693147180559945,1.09861228866811,5.55295958492162,1.11483379604516,1.96090091637444,17.4664007983182,13.9607600249929,-Inf,-Inf,0,0.693147180559945,5.54907608489522,0.717381820496204,1.80922699437054,17.4664007723502,13.960759160186,,,-Inf,-0.366512920581664,1.71363144271043,-0.332147055024381,0.592899679121859,2.86027907958597,2.63625047695778
H3K4me3_TDH_other/samples/skeletalMuscleCtrl/McGill0037/problems/chr1:103913906-120697156,0,0,1,3,264,2.33611344644214,7.1631358977909,16783250,558524,0,0,0.693147180559945,1.38629436111989,5.57972982598622,1.20480649064554,2.09962839635109,16.6358919827883,13.233054659247,-Inf,-Inf,0,1.09861228866811,5.57594910314632,0.848488628188368,1.9689478596415,16.6358919232051,13.2330528688152,,,-Inf,0.0940478276166991,1.71846254557336,-0.164298596650622,0.67749931867737,2.8115625252982,2.58271770500814
H3K4me3_TDH_other/samples/skeletalMuscleCtrl/McGill0037/problems/chr1:30028082-91800000,0,0,1,3,239,2.34197058605174,7.0097875782323,61771918,2081352,0,0,0.693147180559945,1.38629436111989,5.48063892334199,1.20656062883338,2.08066424115712,17.9389594340505,14.5485287209758,-Inf,-Inf,0,1.09861228866811,5.47646355193151,0.850992705767767,1.94730739791009,17.9389594178619,14.548528240519,,,-Inf,0.0940478276166991,1.70045955540144,-0.161351721811224,0.666447596778462,2.88697485148472,2.67748983664694
H3K4me3_TDH_other/samples/skeletalMuscleCtrl/McGill0037/problems/chr2:110251337-149690582,0,0,1,2,222,1.71625301143569,4.89090545881574,39439245,1023365,0,0,0.693147180559945,1.09861228866811,5.40717177146012,0.999253361261865,1.77340971400061,17.4902719698689,13.8386077522099,-Inf,-Inf,0,0.693147180559945,5.40267738187228,0.540143432758776,1.58737745174778,17.4902719445135,13.8386067750419,,,-Inf,-0.366512920581664,1.68689464215417,-0.615920558473605,0.462083253055532,2.86164483748101,2.62746227857909
H3K4me3_TDH_other/samples/skeletalMuscleCtrl/McGill0037/problems/chr3:60000-66170270,0,0,1,3,252,2.36981335880189,6.67969319073352,66110270,2276497,0,0,0.693147180559945,1.38629436111989,5.53338948872752,1.21485735968573,2.03857959723835,18.0068346785299,14.638148855215,-Inf,-Inf,0,1.09861228866811,5.52942908751142,0.86281120048559,1.89907205696285,18.0068346634037,14.6381484159437,,,-Inf,0.0940478276166991,1.71008457105669,-0.147559382996469,0.641365375798446,2.89075138934945,2.68363102621383
H3K4me3_TDH_other/samples/skeletalMuscleCtrl/McGill0037/problems/chr3:93504854-194041961,0,0,1,2,264,2.03767999809264,6.04541601774921,100537107,2996321,0,0,0.693147180559945,1.09861228866811,5.57972982598622,1.11109406554227,1.95237719509748,18.4260374511442,14.9128960944796,-Inf,-Inf,0,0.693147180559945,5.57594910314632,0.711811904853058,1.79930030183924,18.4260374411976,14.912895760737,,,-Inf,-0.366512920581664,1.71846254557336,-0.339941581048635,0.587397868130026,2.9137647426611,2.70222632593103
H3K4me3_TDH_other/samples/skeletalMuscleCtrl/McGill0037/problems/chr4:1478646-8799203,0,0,1,3,222,2.39011526035519,6.39232085943925,7320557,261853,0,0,0.693147180559945,1.38629436111989,5.40717177146012,1.22086392091914,2.00044173970678,15.8061971125404,12.4755423755123,-Inf,-Inf,0,1.09861228866811,5.40267738187228,0.871341590870616,1.85509740423782,15.8061969759388,12.475538556583,,,-Inf,0.0940478276166991,1.68689464215417,-0.137721196612803,0.617937203703931,2.76040207680426,2.52376981157412
