sequenceID,quartile.0%,quartile.25%,quartile.50%,quartile.75%,quartile.100%,mean,sd,bases,data,log+1.quartile.0%,log+1.quartile.25%,log+1.quartile.50%,log+1.quartile.75%,log+1.quartile.100%,log+1.mean,log+1.sd,log+1.bases,log+1.data,log.quartile.0%,log.quartile.25%,log.quartile.50%,log.quartile.75%,log.quartile.100%,log.mean,log.sd,log.bases,log.data,log.log.quartile.0%,log.log.quartile.25%,log.log.quartile.50%,log.log.quartile.75%,log.log.quartile.100%,log.log.mean,log.log.sd,log.log.bases,log.log.data
H3K4me1_TDH_BP/samples/burkitt/ERS333899/problems/chr1:149509645-205922707,0,4,7,11,323,11.1401193042845,18.719555884121,56413062,3523069,0,1.6094379124341,2.07944154167984,2.484906649788,5.78074351579233,2.49651561295411,2.98161082783169,17.8482113031252,15.0748433265554,-Inf,1.38629436111989,1.94591014905531,2.39789527279837,5.77765232322266,2.41055294398259,2.92956874662919,17.8482112853988,15.0748430427121,,0.326634259978281,0.665729810578276,0.874591382923689,1.75399742772108,0.879856158523018,1.07485522674535,2.88190329510357,2.71302733079865
H3K4me1_TDH_BP/samples/burkitt/ERS333899/problems/chr2:162200000-234003741,0,3,6,11,364,9.69930038881957,15.8045114788396,71803741,4105700,0,1.38629436111989,1.94591014905531,2.484906649788,5.89989735358249,2.37017835510775,2.82164739076581,18.0894471496521,15.2278870536465,-Inf,1.09861228866811,1.79175946922805,2.39789527279837,5.89715386763674,2.27205375804425,2.76029543591051,18.0894471357252,15.2278868100827,,0.0940478276166991,0.583198080782659,0.874591382923689,1.77446983920581,0.820684161690012,1.01533771599703,2.89532873706761,2.72312840547993
H3K4me1_TDH_BP/samples/burkitt/ERS333899/problems/chr2:16329724-21153113,0,0,4,8,174,7.12366823409847,10.4739214383648,4823389,221398,0,0,1.6094379124341,2.19722457733622,5.16478597392351,2.09478180513173,2.44007675922969,15.3889875583156,12.3077217825346,-Inf,-Inf,1.38629436111989,2.07944154167984,5.15905529921453,1.96342279417152,2.34888849519567,15.3889873509925,12.3077172657922,,,0.326634259978281,0.732099368086445,1.64075348118443,0.674689273749245,0.853942235497582,2.73365214653015,2.51022648561585
H3K4me1_TDH_BP/samples/burkitt/ERS333899/problems/chr3:60000-66170270,0,1,5,11,370,9.66535489871695,17.0644243000527,66110270,3667421,0,0.693147180559945,1.79175946922805,2.484906649788,5.91620206260743,2.36700062832389,2.89394449584119,18.0068346785299,15.1149995208794,-Inf,0,1.6094379124341,2.39789527279837,5.91350300563827,2.26854783197754,2.83699584607632,18.0068346634037,15.1149992482083,,-Inf,0.475884995327111,0.874591382923689,1.77723838097614,0.819139905188344,1.04274569162977,2.89075138934945,2.7156875784933
H3K4me1_TDH_BP/samples/burkitt/ERS333899/problems/chr4:75452279-190000000,0,0,4,9,292,7.76830262733905,13.0871147004971,114547721,5506499,0,0,1.6094379124341,2.30258509299405,5.68017260901707,2.17114324458939,2.64526052853913,18.5565020801536,15.5214397705871,-Inf,-Inf,1.38629436111989,2.19722457733622,5.67675380226828,2.05005168843551,2.57162813549563,18.5565020714236,15.5214395889836,,,0.326634259978281,0.787195008176644,1.7363795556717,0.717865006703432,0.944539214077786,2.92082024361678,2.74222226747554
H3K4me1_TDH_BP/samples/burkitt/ERS333899/problems/chr5:91686128-138787073,0,3,6,11,345,9.41756463697278,15.2938033921987,47100945,2634106,0,1.38629436111989,1.94591014905531,2.484906649788,5.84643877505772,2.34349328894824,2.79078487554578,17.6678036437106,14.7840547830875,-Inf,1.09861228866811,1.79175946922805,2.39789527279837,5.84354441703136,2.24257652405642,2.72744773931505,17.6678036224796,14.7840544034521,,0.0940478276166991,0.583198080782659,0.874591382923689,1.76533753346279,0.807625438808464,1.00336627788709,2.87174397880267,2.69354919477974
H3K4me1_TDH_BP/samples/germinal/ERS333900/problems/chr1:149509645-205922707,0,0,5,11,803,11.1586455987799,22.7861226720209,56413062,3491178,0,0,1.79175946922805,2.484906649788,6.68959926917897,2.49804048865534,3.16910232961207,17.8482113031252,15.0657500594791,-Inf,-Inf,1.6094379124341,2.39789527279837,6.68835471394676,2.41221458747169,3.12615169591898,17.8482112853988,15.0657497730428,,,0.475884995327111,0.874591382923689,1.90036791174839,0.880545241521117,1.13980275798726,2.88190329510357,2.71242394054679
H3K4me1_TDH_BP/samples/germinal/ERS333900/problems/chr2:162200000-234003741,0,0,5,10,425,8.90277776752607,17.13437684909,71803741,3850296,0,0,1.79175946922805,2.39789527279837,6.05443934626937,2.292815300363,2.89780941036285,18.0894471496521,15.1636608461458,-Inf,-Inf,1.6094379124341,2.30258509299405,6.05208916892442,2.1863633367531,2.84108678752725,18.0894471357252,15.1636605864255,,,0.475884995327111,0.834032445247956,1.80040352961209,0.782239586717385,1.04418665063751,2.89532873706761,2.71890181455114
H3K4me1_TDH_BP/samples/germinal/ERS333900/problems/chr2:16329724-21153113,0,0,5,10,407,9.46245140087188,18.9980059418587,4823389,265715,0,0,1.79175946922805,2.39789527279837,6.01126717440416,2.34779279072685,2.99563256567626,15.3889875583156,12.4901833482262,-Inf,-Inf,1.6094379124341,2.30258509299405,6.00881318544259,2.24733148277911,2.94433402323027,15.3889873509925,12.4901795848025,,,0.475884995327111,0.834032445247956,1.79322725574264,0.809743504698942,1.07988265340832,2.73365214653015,2.52494270232095
H3K4me1_TDH_BP/samples/germinal/ERS333900/problems/chr3:60000-66170270,0,0,5,10,459,9.7518243232103,20.2522190247187,66110270,3684947,0,0,1.79175946922805,2.39789527279837,6.13122648948314,2.37507544466017,3.05646131461119,18.0068346785299,15.1197669722441,-Inf,-Inf,1.6094379124341,2.30258509299405,6.12905021006055,2.2774543775797,3.00826436901653,18.0068346634037,15.1197667008698,,,0.475884995327111,0.834032445247956,1.81303979668093,0.823058318153182,1.10136329086143,2.89075138934945,2.7160029407957
H3K4me1_TDH_BP/samples/germinal/ERS333900/problems/chr4:75452279-190000000,0,0,5,10,395,7.43758481235956,13.6927840747024,114547721,5403053,0,0,1.79175946922805,2.39789527279837,5.98141421125448,2.13269610798334,2.68735649399208,18.5565020801536,15.5024749072238,-Inf,-Inf,1.6094379124341,2.30258509299405,5.97888576490112,2.00654617414919,2.61686898419797,18.5565020714236,15.5024747221433,,,0.475884995327111,0.834032445247956,1.78823422366191,0.696414922744727,0.961978558939035,2.92082024361678,2.74099967067409
H3K4me1_TDH_BP/samples/germinal/ERS333900/problems/chr5:91686128-138787073,0,0,5,10,473,8.62592192152408,17.1963633327891,47100945,2444424,0,0,1.79175946922805,2.39789527279837,6.16120732169508,2.2644596596413,2.90122175723698,17.6678036437106,14.7093204794093,-Inf,-Inf,1.6094379124341,2.30258509299405,6.15909538849193,2.15477184665722,2.84469792732389,17.6678036224796,14.709320070315,,,0.475884995327111,0.834032445247956,1.817929914244,0.767684846330136,1.04545688525359,2.87174397880267,2.68848131126872
H3K4me1_TDH_BP/samples/germinal/ERS333901/problems/chr1:149509645-205922707,0,3,6,12,485,12.2155116664293,23.7301349080809,56413062,3664342,0,1.38629436111989,1.94591014905531,2.56494935746154,6.18620862390049,2.58139126591657,3.20802253675827,17.8482113031252,15.1141596139318,-Inf,1.09861228866811,1.79175946922805,2.484906649788,6.18414889093748,2.50270659220157,3.16674575555924,17.8482112853988,15.1141593410315,,0.0940478276166991,0.583198080782659,0.910235093365326,1.8219893877963,0.91737278312612,1.15270448506626,2.88190329510357,2.71563200915454
H3K4me1_TDH_BP/samples/germinal/ERS333901/problems/chr2:162200000-234003741,0,3,6,10,426,9.45557655554465,17.5576926141899,71803741,3999811,0,1.38629436111989,1.94591014905531,2.39789527279837,6.05678401322862,2.34713547775365,2.92088439927349,18.0894471496521,15.2017579179796,-Inf,1.09861228866811,1.79175946922805,2.30258509299405,6.05443934626937,2.24660467915606,2.86549217947014,18.0894471357252,15.2017576679678,,0.0940478276166991,0.583198080782659,0.834032445247956,1.80079177920346,0.809420044995378,1.0527401258034,2.89532873706761,2.72141105721741
H3K4me1_TDH_BP/samples/germinal/ERS333901/problems/chr2:16329724-21153113,0,2,5,10,219,7.38037114568201,11.7812886953439,4823389,230933,0,1.09861228866811,1.79175946922805,2.39789527279837,5.39362754635236,2.1258922029741,2.54798228074706,15.3889875583156,12.3498872343941,-Inf,0.693147180559945,1.6094379124341,2.30258509299405,5.3890717298165,1.99882392809066,2.46651256912831,15.3889873509925,12.3498829041432,,-0.366512920581664,0.475884995327111,0.834032445247956,1.68437314927593,0.692558971644327,0.902805237615551,2.73365214653015,2.51364658158314
H3K4me1_TDH_BP/samples/germinal/ERS333901/problems/chr3:60000-66170270,0,3,6,11,404,10.7911668640893,21.2075876403727,66110270,3964327,0,1.38629436111989,1.94591014905531,2.484906649788,6.00388706710654,2.46735068031268,3.10043401608521,18.0068346785299,15.1928469157112,-Inf,1.09861228866811,1.79175946922805,2.39789527279837,6.00141487796115,2.37872791652674,3.05435902520908,18.0068346634037,15.1928466634616,,0.0940478276166991,0.583198080782659,0.874591382923689,1.79199525442207,0.866565855938986,1.11656975889448,2.89075138934945,2.72082470283264
H3K4me1_TDH_BP/samples/germinal/ERS333901/problems/chr4:75452279-190000000,0,0,4,10,334,7.97036741569044,15.2995299181169,114547721,5579586,0,0,1.6094379124341,2.39789527279837,5.81413053182507,2.19392663573245,2.79113626801752,18.5565020801536,15.5346253172814,-Inf,-Inf,1.38629436111989,2.30258509299405,5.8111409929767,2.07573059157525,2.7278221036203,18.5565020714236,15.5346251380566,,,0.326634259978281,0.834032445247956,1.75977693591628,0.730313184038125,1.00350352657199,2.92082024361678,2.74307141239981
H3K4me1_TDH_BP/samples/germinal/ERS333901/problems/chr5:91686128-138787073,0,2,6,10,400,10.0735122830338,19.8696811450041,47100945,2669310,0,1.09861228866811,1.94591014905531,2.39789527279837,5.99396142730657,2.40455597580493,3.03829744282214,17.6678036437106,14.7973309446407,-Inf,0.693147180559945,1.79175946922805,2.30258509299405,5.99146454710798,2.30990943271431,2.98919500937931,17.6678036224796,14.7973305700121,,-0.366512920581664,0.583198080782659,0.834032445247956,1.79033588092489,0.837208317147919,1.09500412352199,2.87174397880267,2.69444679761093
H3K4me1_TDH_BP/samples/leukemia/ERS466414/problems/chr1:149509645-205922707,0,0,6,12,1384,10.5417229258004,17.8735193768788,56413062,4041137,0,0,1.94591014905531,2.56494935746154,7.23345541862144,2.44596855026509,2.93775984844916,17.8482113031252,15.2120368934404,-Inf,-Inf,1.79175946922805,2.484906649788,7.23273313617761,2.35534099520016,2.88332025308658,17.8482112853988,15.2120366459853,,,0.583198080782659,0.910235093365326,1.97861699187025,0.85668551324975,1.05894249576362,2.88190329510357,2.72208699908134
H3K4me1_TDH_BP/samples/leukemia/ERS466414/problems/chr2:162200000-234003741,0,0,6,12,382,9.02755026371119,13.7522893138586,71803741,4664777,0,0,1.94591014905531,2.56494935746154,5.94803498918065,2.30533633123601,2.69139827846159,18.0894471496521,15.3555508027068,-Inf,-Inf,1.79175946922805,2.484906649788,5.94542060860658,2.20028104199792,2.62120530580709,18.0894471357252,15.3555505883343,,,0.583198080782659,0.910235093365326,1.78262127761596,0.788585098568088,0.963634252371255,2.89532873706761,2.7314770105169
H3K4me1_TDH_BP/samples/leukemia/ERS466414/problems/chr2:16329724-21153113,0,0,6,12,290,11.3669017779822,17.8776094763101,4823389,365675,0,0,1.94591014905531,2.56494935746154,5.67332326717149,2.51502369246124,2.93797653597992,15.3889875583156,12.8095029744203,-Inf,-Inf,1.79175946922805,2.484906649788,5.66988092298052,2.43070577968741,2.88354906261402,15.3889873509925,12.8095002397553,,,0.583198080782659,0.910235093365326,1.73516811628113,0.888181659497478,1.05902184888055,2.73365214653015,2.55018710185762
H3K4me1_TDH_BP/samples/leukemia/ERS466414/problems/chr3:60000-66170270,0,0,6,12,292,10.0117816490539,15.7738339128635,66110270,4609676,0,0,1.94591014905531,2.56494935746154,5.68017260901707,2.39896575862881,2.81982016705043,18.0068346785299,15.3436683474422,-Inf,-Inf,1.79175946922805,2.484906649788,5.67675380226828,2.30376256440781,2.7583524857498,18.0068346634037,15.3436681305073,,,0.583198080782659,0.910235093365326,1.7363795556717,0.83454368388081,1.01463357604516,2.89075138934945,2.73070288929061
H3K4me1_TDH_BP/samples/leukemia/ERS466414/problems/chr4:75452279-190000000,0,0,6,12,270,8.00808289324237,11.5396911807336,114547721,6832970,0,0,1.94591014905531,2.56494935746154,5.6021188208797,2.19812227353554,2.52889890816577,18.5565020801536,15.7372701296444,-Inf,-Inf,1.79175946922805,2.484906649788,5.59842195899838,2.08045139326334,2.44579249995355,18.5565020714236,15.7372699832952,,,0.583198080782659,0.910235093365326,1.72248476499398,0.732584886160652,0.894369201268126,2.92082024361678,2.75603178342856
H3K4me1_TDH_BP/samples/leukemia/ERS466414/problems/chr5:91686128-138787073,0,0,6,12,350,8.83726122692443,13.9414735660854,47100945,2987398,0,0,1.94591014905531,2.56494935746154,5.86078622346587,2.2861773417259,2.70414080710893,17.6678036437106,14.909913667119,-Inf,-Inf,1.79175946922805,2.484906649788,5.85793315448346,2.1789770126879,2.63486810749932,17.6678036224796,14.9099133323796,,,0.583198080782659,0.910235093365326,1.76779683736117,0.778855506429048,0.968833126660624,2.87174397880267,2.70202631604209
H3K4me1_TDH_BP/samples/leukemia/ERS466415/problems/chr1:149509645-205922707,0,0,5,12,730,10.9706833853479,18.7098325392355,56413062,3741729,0,0,1.79175946922805,2.56494935746154,6.59441345974978,2.48246060944798,2.98111762489492,17.8482113031252,15.1350586292846,-Inf,-Inf,1.6094379124341,2.484906649788,6.59304453414244,2.39522656818529,2.92904918991112,17.8482112853988,15.1350583620285,,,0.475884995327111,0.910235093365326,1.88601523486983,0.873477826883437,1.07467786180192,2.88190329510357,2.71701379856327
H3K4me1_TDH_BP/samples/leukemia/ERS466415/problems/chr2:162200000-234003741,0,0,5,11,268,9.15410376737892,14.2577470658636,71803741,4264837,0,0,1.79175946922805,2.484906649788,5.59471137960184,2.31787793583274,2.72508737838184,18.0894471496521,15.2659147545992,-Inf,-Inf,1.6094379124341,2.39789527279837,5.59098698051086,2.21420227790884,2.65730041273332,18.0894471357252,15.2659145201237,,,0.475884995327111,0.874591382923689,1.72115583339055,0.794892193215546,0.977310725020646,2.89532873706761,2.72562253399755
H3K4me1_TDH_BP/samples/leukemia/ERS466415/problems/chr2:16329724-21153113,0,0,5,11,208,9.84465258763081,16.1433118748064,4823389,292994,0,0,1.79175946922805,2.484906649788,5.34233425196481,2.38367210943016,2.8416081194053,15.3889875583156,12.5879108230072,-Inf,-Inf,1.6094379124341,2.39789527279837,5.33753807970132,2.28692842326436,2.78150583849608,15.3889873509925,12.5879074099738,,,0.475884995327111,0.874591382923689,1.67476451289956,0.82720961733372,1.02299244957687,2.73365214653015,2.53273662375517
H3K4me1_TDH_BP/samples/leukemia/ERS466415/problems/chr3:60000-66170270,0,0,5,11,296,9.87343311409861,16.301467664983,66110270,4090633,0,0,1.79175946922805,2.484906649788,5.6937321388027,2.38632248513182,2.85079133403153,18.0068346785299,15.2242105282308,-Inf,-Inf,1.6094379124341,2.39789527279837,5.69035945432406,2.28984762620744,2.79125514455579,18.0068346634037,15.2242102837699,,,0.475884995327111,0.874591382923689,1.73877341913484,0.828485276578302,1.02649136727158,2.89075138934945,2.72288694254755
H3K4me1_TDH_BP/samples/leukemia/ERS466415/problems/chr4:75452279-190000000,0,0,5,10,242,8.17809519754653,12.1945504676788,114547721,6299610,0,0,1.79175946922805,2.39789527279837,5.49306144334055,2.21681968828173,2.57980390099138,18.5565020801536,15.6559984434237,-Inf,-Inf,1.6094379124341,2.30258509299405,5.48893772615669,2.10145926256271,2.5009891689695,18.5565020714236,15.6559982846837,,,0.475884995327111,0.834032445247956,1.70273474429601,0.742631990341861,0.916686321206178,2.92082024361678,2.7508541205309
H3K4me1_TDH_BP/samples/leukemia/ERS466415/problems/chr5:91686128-138787073,0,0,5,10,285,8.90551034591769,14.0547243665135,47100945,2724073,0,0,1.79175946922805,2.39789527279837,5.65599181081985,2.29309120289363,2.71169185333126,17.6678036437106,14.817639111815,-Inf,-Inf,1.6094379124341,2.30258509299405,5.65248918026865,2.18667022514076,2.64295859310348,17.6678036224796,14.8176387447177,,,0.475884995327111,0.834032445247956,1.73209601101843,0.78237994163752,0.971898968871914,2.87174397880267,2.69581827820732
H3K4me1_TDH_BP/samples/macrophage/ERS257336/problems/chr1:149509645-205922707,0,0,6,11,804,11.4457614089446,20.5021407913745,56413062,3633729,0,0,1.94591014905531,2.484906649788,6.69084227741856,2.52138011586402,3.06815250186852,17.8482113031252,15.1057702268841,-Inf,-Inf,1.79175946922805,2.39789527279837,6.68959926917897,2.43761947884082,3.02052930953959,17.8482112853988,15.1057699516848,,,0.583198080782659,0.874591382923689,1.90055397237281,0.891021939648911,1.10543208408859,2.88190329510357,2.71507678683876
H3K4me1_TDH_BP/samples/macrophage/ERS257336/problems/chr2:162200000-234003741,0,0,6,11,317,9.0059120596516,16.0600181976916,71803741,3886030,0,0,1.94591014905531,2.484906649788,5.76205138278018,2.30317612426581,2.83673760875063,18.0894471496521,15.1728988862423,-Inf,-Inf,1.79175946922805,2.39789527279837,5.75890177387728,2.19788125719164,2.77633284162455,18.0894471357252,15.1728986289103,,,0.583198080782659,0.874591382923689,1.75074679227164,0.787493831406407,1.02113093517782,2.89532873706761,2.71951085150255
