sequenceID,min.log.lambda,max.log.lambda,possible.fp,fp,possible.fn,fn,labels,errors
H3K9me3_TDH_BP/samples/bcell/ERS206573/problems/chr4:75452279-190000000,1.93668882249211,5.90910152160258,7,7,4,0,7,7
H3K9me3_TDH_BP/samples/bcell/ERS206573/problems/chr4:75452279-190000000,5.90910152160258,7.38943100873346,7,7,4,0,7,7
H3K9me3_TDH_BP/samples/bcell/ERS206573/problems/chr4:75452279-190000000,7.38943100873346,7.97396773204842,7,6,4,0,7,6
H3K9me3_TDH_BP/samples/bcell/ERS206573/problems/chr4:75452279-190000000,7.97396773204842,8.4818978867649,7,4,4,0,7,4
H3K9me3_TDH_BP/samples/bcell/ERS206573/problems/chr4:75452279-190000000,8.4818978867649,8.95621569138242,7,3,4,0,7,3
H3K9me3_TDH_BP/samples/bcell/ERS206573/problems/chr4:75452279-190000000,8.95621569138242,9.54454610353348,7,2,4,0,7,2
H3K9me3_TDH_BP/samples/bcell/ERS206573/problems/chr4:75452279-190000000,9.54454610353348,9.91536369857403,7,1,4,0,7,1
H3K9me3_TDH_BP/samples/bcell/ERS206573/problems/chr4:75452279-190000000,9.91536369857403,10.1399402695711,7,1,4,0,7,1
H3K9me3_TDH_BP/samples/bcell/ERS206573/problems/chr4:75452279-190000000,10.1399402695711,10.2639369374734,7,1,4,0,7,1
H3K9me3_TDH_BP/samples/bcell/ERS206573/problems/chr4:75452279-190000000,10.2639369374734,10.3347747411618,7,1,4,0,7,1
H3K9me3_TDH_BP/samples/bcell/ERS206573/problems/chr4:75452279-190000000,10.3347747411618,10.3639604259383,7,1,4,0,7,1
H3K9me3_TDH_BP/samples/bcell/ERS206573/problems/chr4:75452279-190000000,10.3639604259383,10.3669144977267,7,1,4,0,7,1
H3K9me3_TDH_BP/samples/bcell/ERS206573/problems/chr4:75452279-190000000,10.3669144977267,10.368758391968,7,0,4,0,7,0
H3K9me3_TDH_BP/samples/bcell/ERS206573/problems/chr4:75452279-190000000,10.368758391968,10.3701403879909,7,0,4,0,7,0
H3K9me3_TDH_BP/samples/bcell/ERS206573/problems/chr4:75452279-190000000,10.3701403879909,10.3773650067663,7,0,4,0,7,0
H3K9me3_TDH_BP/samples/bcell/ERS206573/problems/chr4:75452279-190000000,10.3773650067663,10.3902712336837,7,0,4,0,7,0
H3K9me3_TDH_BP/samples/bcell/ERS206573/problems/chr4:75452279-190000000,10.3902712336837,10.4943097174284,7,0,4,0,7,0
H3K9me3_TDH_BP/samples/bcell/ERS206573/problems/chr4:75452279-190000000,10.4943097174284,10.6281211798656,7,0,4,0,7,0
H3K9me3_TDH_BP/samples/bcell/ERS206573/problems/chr4:75452279-190000000,10.6281211798656,10.6542308869833,7,0,4,0,7,0
H3K9me3_TDH_BP/samples/bcell/ERS206573/problems/chr4:75452279-190000000,10.6542308869833,10.6565776442461,7,0,4,0,7,0
H3K9me3_TDH_BP/samples/bcell/ERS206573/problems/chr4:75452279-190000000,10.6565776442461,10.6570483526529,7,0,4,0,7,0
H3K9me3_TDH_BP/samples/bcell/ERS206573/problems/chr4:75452279-190000000,10.6570483526529,10.6597657188081,7,1,4,2,7,3
H3K9me3_TDH_BP/samples/bcell/ERS206573/problems/chr4:75452279-190000000,10.6597657188081,10.6666783169208,7,1,4,2,7,3
H3K9me3_TDH_BP/samples/bcell/ERS206573/problems/chr4:75452279-190000000,10.6666783169208,10.6814153492153,7,1,4,2,7,3
H3K9me3_TDH_BP/samples/bcell/ERS206573/problems/chr4:75452279-190000000,10.6814153492153,10.7408899777661,7,1,4,2,7,3
H3K9me3_TDH_BP/samples/bcell/ERS206573/problems/chr4:75452279-190000000,10.7408899777661,11.006748421259,7,1,4,2,7,3
H3K9me3_TDH_BP/samples/bcell/ERS206573/problems/chr4:75452279-190000000,11.006748421259,12.1286379402785,7,3,4,4,7,7
H3K9me3_TDH_BP/samples/bcell/ERS206573/problems/chr4:75452279-190000000,12.1286379402785,Inf,7,0,4,4,7,4
H3K9me3_TDH_BP/samples/bcell/ERS206573/problems/chr5:100000-17500000,-Inf,1.91989940881246,7,7,2,0,7,7
H3K9me3_TDH_BP/samples/bcell/ERS206573/problems/chr5:100000-17500000,1.91989940881246,5.89779265205259,7,7,2,0,7,7
H3K9me3_TDH_BP/samples/bcell/ERS206573/problems/chr5:100000-17500000,5.89779265205259,7.6680553944812,7,7,2,0,7,7
H3K9me3_TDH_BP/samples/bcell/ERS206573/problems/chr5:100000-17500000,7.6680553944812,8.48477170253855,7,7,2,0,7,7
H3K9me3_TDH_BP/samples/bcell/ERS206573/problems/chr5:100000-17500000,8.48477170253855,8.9870790529867,7,4,2,0,7,4
H3K9me3_TDH_BP/samples/bcell/ERS206573/problems/chr5:100000-17500000,8.9870790529867,9.379295764983,7,1,2,0,7,1
H3K9me3_TDH_BP/samples/bcell/ERS206573/problems/chr5:100000-17500000,9.379295764983,9.4490396486077,7,1,2,0,7,1
H3K9me3_TDH_BP/samples/bcell/ERS206573/problems/chr5:100000-17500000,9.4490396486077,9.45890548913494,7,1,2,0,7,1
H3K9me3_TDH_BP/samples/bcell/ERS206573/problems/chr5:100000-17500000,9.45890548913494,9.46768978576577,7,1,2,0,7,1
H3K9me3_TDH_BP/samples/bcell/ERS206573/problems/chr5:100000-17500000,9.46768978576577,9.46808388589208,7,0,2,0,7,0
H3K9me3_TDH_BP/samples/bcell/ERS206573/problems/chr5:100000-17500000,9.46808388589208,9.47008154626422,7,0,2,0,7,0
H3K9me3_TDH_BP/samples/bcell/ERS206573/problems/chr5:100000-17500000,9.47008154626422,9.48977425364999,7,0,2,0,7,0
H3K9me3_TDH_BP/samples/bcell/ERS206573/problems/chr5:100000-17500000,9.48977425364999,9.53366668272207,7,0,2,0,7,0
H3K9me3_TDH_BP/samples/bcell/ERS206573/problems/chr5:100000-17500000,9.53366668272207,9.68377797754609,7,0,2,0,7,0
H3K9me3_TDH_BP/samples/bcell/ERS206573/problems/chr5:100000-17500000,9.68377797754609,10.1302292914312,7,0,2,0,7,0
H3K9me3_TDH_BP/samples/bcell/ERS206573/problems/chr5:100000-17500000,10.1302292914312,10.549544822388,7,0,2,0,7,0
H3K9me3_TDH_BP/samples/bcell/ERS206573/problems/chr5:100000-17500000,10.549544822388,10.6619341896137,7,0,2,0,7,0
H3K9me3_TDH_BP/samples/bcell/ERS206573/problems/chr5:100000-17500000,10.6619341896137,10.7120715339615,7,0,2,0,7,0
H3K9me3_TDH_BP/samples/bcell/ERS206573/problems/chr5:100000-17500000,10.7120715339615,10.7220415214475,7,0,2,0,7,0
H3K9me3_TDH_BP/samples/bcell/ERS206573/problems/chr5:100000-17500000,10.7220415214475,10.7276801927011,7,0,2,2,7,2
H3K9me3_TDH_BP/samples/bcell/ERS206573/problems/chr5:100000-17500000,10.7276801927011,10.7998272255042,7,0,2,2,7,2
H3K9me3_TDH_BP/samples/bcell/ERS206573/problems/chr5:100000-17500000,10.7998272255042,11.1375727181091,7,0,2,2,7,2
H3K9me3_TDH_BP/samples/bcell/ERS206573/problems/chr5:100000-17500000,11.1375727181091,12.2930568884857,7,0,2,2,7,2
H3K9me3_TDH_BP/samples/bcell/ERS206573/problems/chr5:100000-17500000,12.2930568884857,Inf,7,0,2,2,7,2
H3K9me3_TDH_BP/samples/bcell/ERS206573/problems/chr6:62178589-95680543,-Inf,1.8868562256046,4,4,2,0,4,4
H3K9me3_TDH_BP/samples/bcell/ERS206573/problems/chr6:62178589-95680543,1.8868562256046,5.91492908488905,4,4,2,0,4,4
H3K9me3_TDH_BP/samples/bcell/ERS206573/problems/chr6:62178589-95680543,5.91492908488905,7.70958358161692,4,4,2,0,4,4
H3K9me3_TDH_BP/samples/bcell/ERS206573/problems/chr6:62178589-95680543,7.70958358161692,8.55379927022197,4,4,2,0,4,4
H3K9me3_TDH_BP/samples/bcell/ERS206573/problems/chr6:62178589-95680543,8.55379927022197,9.08090636434724,4,2,2,0,4,2
H3K9me3_TDH_BP/samples/bcell/ERS206573/problems/chr6:62178589-95680543,9.08090636434724,9.67793636238169,4,2,2,0,4,2
H3K9me3_TDH_BP/samples/bcell/ERS206573/problems/chr6:62178589-95680543,9.67793636238169,9.94745722726916,4,2,2,0,4,2
H3K9me3_TDH_BP/samples/bcell/ERS206573/problems/chr6:62178589-95680543,9.94745722726916,9.97420245701943,4,1,2,0,4,1
H3K9me3_TDH_BP/samples/bcell/ERS206573/problems/chr6:62178589-95680543,9.97420245701943,9.98041632856838,4,1,2,0,4,1
H3K9me3_TDH_BP/samples/bcell/ERS206573/problems/chr6:62178589-95680543,9.98041632856838,9.9838626186028,4,1,2,0,4,1
H3K9me3_TDH_BP/samples/bcell/ERS206573/problems/chr6:62178589-95680543,9.9838626186028,9.98454825320267,4,1,2,0,4,1
H3K9me3_TDH_BP/samples/bcell/ERS206573/problems/chr6:62178589-95680543,9.98454825320267,9.98506968699095,4,0,2,0,4,0
H3K9me3_TDH_BP/samples/bcell/ERS206573/problems/chr6:62178589-95680543,9.98506968699095,9.99668411802047,4,0,2,0,4,0
H3K9me3_TDH_BP/samples/bcell/ERS206573/problems/chr6:62178589-95680543,9.99668411802047,10.0381374805239,4,0,2,0,4,0
H3K9me3_TDH_BP/samples/bcell/ERS206573/problems/chr6:62178589-95680543,10.0381374805239,10.1562501015341,4,0,2,0,4,0
H3K9me3_TDH_BP/samples/bcell/ERS206573/problems/chr6:62178589-95680543,10.1562501015341,10.3678768420992,4,0,2,0,4,0
H3K9me3_TDH_BP/samples/bcell/ERS206573/problems/chr6:62178589-95680543,10.3678768420992,10.7436147973854,4,0,2,0,4,0
H3K9me3_TDH_BP/samples/bcell/ERS206573/problems/chr6:62178589-95680543,10.7436147973854,10.9702229497098,4,0,2,0,4,0
H3K9me3_TDH_BP/samples/bcell/ERS206573/problems/chr6:62178589-95680543,10.9702229497098,11.0326052060424,4,0,2,0,4,0
H3K9me3_TDH_BP/samples/bcell/ERS206573/problems/chr6:62178589-95680543,11.0326052060424,11.0435994937384,4,0,2,0,4,0
H3K9me3_TDH_BP/samples/bcell/ERS206573/problems/chr6:62178589-95680543,11.0435994937384,11.0453425730063,4,0,2,1,4,1
H3K9me3_TDH_BP/samples/bcell/ERS206573/problems/chr6:62178589-95680543,11.0453425730063,11.0519119955548,4,0,2,1,4,1
H3K9me3_TDH_BP/samples/bcell/ERS206573/problems/chr6:62178589-95680543,11.0519119955548,11.0950846056735,4,0,2,1,4,1
H3K9me3_TDH_BP/samples/bcell/ERS206573/problems/chr6:62178589-95680543,11.0950846056735,11.2856903213077,4,0,2,1,4,1
H3K9me3_TDH_BP/samples/bcell/ERS206573/problems/chr6:62178589-95680543,11.2856903213077,12.4767436948769,4,0,2,1,4,1
H3K9me3_TDH_BP/samples/bcell/ERS206573/problems/chr6:62178589-95680543,12.4767436948769,Inf,4,0,2,2,4,2
H3K9me3_TDH_BP/samples/bcell/ERS206573/problems/chr7:62500000-74715724,-Inf,2.09046212610841,2,2,1,0,2,2
H3K9me3_TDH_BP/samples/bcell/ERS206573/problems/chr7:62500000-74715724,2.09046212610841,6.69155266237363,2,2,1,0,2,2
H3K9me3_TDH_BP/samples/bcell/ERS206573/problems/chr7:62500000-74715724,6.69155266237363,8.24894657169032,2,2,1,0,2,2
H3K9me3_TDH_BP/samples/bcell/ERS206573/problems/chr7:62500000-74715724,8.24894657169032,8.66833483323631,2,1,1,0,2,1
H3K9me3_TDH_BP/samples/bcell/ERS206573/problems/chr7:62500000-74715724,8.66833483323631,8.81642547099874,2,1,1,0,2,1
H3K9me3_TDH_BP/samples/bcell/ERS206573/problems/chr7:62500000-74715724,8.81642547099874,8.87898851131691,2,1,1,0,2,1
H3K9me3_TDH_BP/samples/bcell/ERS206573/problems/chr7:62500000-74715724,8.87898851131691,8.88348747489018,2,1,1,0,2,1
H3K9me3_TDH_BP/samples/bcell/ERS206573/problems/chr7:62500000-74715724,8.88348747489018,8.88513223191312,2,1,1,0,2,1
H3K9me3_TDH_BP/samples/bcell/ERS206573/problems/chr7:62500000-74715724,8.88513223191312,8.88641013532334,2,1,1,0,2,1
H3K9me3_TDH_BP/samples/bcell/ERS206573/problems/chr7:62500000-74715724,8.88641013532334,8.88847519352721,2,0,1,0,2,0
H3K9me3_TDH_BP/samples/bcell/ERS206573/problems/chr7:62500000-74715724,8.88847519352721,8.89633064388458,2,0,1,0,2,0
H3K9me3_TDH_BP/samples/bcell/ERS206573/problems/chr7:62500000-74715724,8.89633064388458,8.9163449912483,2,0,1,0,2,0
H3K9me3_TDH_BP/samples/bcell/ERS206573/problems/chr7:62500000-74715724,8.9163449912483,8.96437200509731,2,0,1,0,2,0
H3K9me3_TDH_BP/samples/bcell/ERS206573/problems/chr7:62500000-74715724,8.96437200509731,9.29649746304985,2,0,1,0,2,0
H3K9me3_TDH_BP/samples/bcell/ERS206573/problems/chr7:62500000-74715724,9.29649746304985,9.80859280169587,2,0,1,0,2,0
H3K9me3_TDH_BP/samples/bcell/ERS206573/problems/chr7:62500000-74715724,9.80859280169587,10.0526554922033,2,0,1,0,2,0
H3K9me3_TDH_BP/samples/bcell/ERS206573/problems/chr7:62500000-74715724,10.0526554922033,10.128557173842,2,0,1,0,2,0
H3K9me3_TDH_BP/samples/bcell/ERS206573/problems/chr7:62500000-74715724,10.128557173842,10.1423948354639,2,0,1,0,2,0
H3K9me3_TDH_BP/samples/bcell/ERS206573/problems/chr7:62500000-74715724,10.1423948354639,10.144347456859,2,0,1,0,2,0
H3K9me3_TDH_BP/samples/bcell/ERS206573/problems/chr7:62500000-74715724,10.144347456859,10.1453929089348,2,0,1,1,2,1
H3K9me3_TDH_BP/samples/bcell/ERS206573/problems/chr7:62500000-74715724,10.1453929089348,10.153603873812,2,0,1,1,2,1
H3K9me3_TDH_BP/samples/bcell/ERS206573/problems/chr7:62500000-74715724,10.153603873812,10.1916260292029,2,0,1,1,2,1
H3K9me3_TDH_BP/samples/bcell/ERS206573/problems/chr7:62500000-74715724,10.1916260292029,10.3498498230823,2,0,1,1,2,1
H3K9me3_TDH_BP/samples/bcell/ERS206573/problems/chr7:62500000-74715724,10.3498498230823,10.988941839578,2,0,1,1,2,1
H3K9me3_TDH_BP/samples/bcell/ERS206573/problems/chr7:62500000-74715724,10.988941839578,13.6765642777065,2,1,1,1,2,2
H3K9me3_TDH_BP/samples/bcell/ERS206573/problems/chr7:62500000-74715724,13.6765642777065,Inf,2,0,1,1,2,1
H3K9me3_TDH_BP/samples/bcell/ERS206573/problems/chr8:48135599-86500000,-Inf,1.95038720710702,5,5,2,0,5,5
H3K9me3_TDH_BP/samples/bcell/ERS206573/problems/chr8:48135599-86500000,1.95038720710702,5.92448247391393,5,5,2,0,5,5
H3K9me3_TDH_BP/samples/bcell/ERS206573/problems/chr8:48135599-86500000,5.92448247391393,7.68446492469426,5,5,2,0,5,5
H3K9me3_TDH_BP/samples/bcell/ERS206573/problems/chr8:48135599-86500000,7.68446492469426,8.488564978814,5,4,2,0,5,4
H3K9me3_TDH_BP/samples/bcell/ERS206573/problems/chr8:48135599-86500000,8.488564978814,8.98282943108382,5,2,2,0,5,2
H3K9me3_TDH_BP/samples/bcell/ERS206573/problems/chr8:48135599-86500000,8.98282943108382,9.45652334373948,5,1,2,0,5,1
H3K9me3_TDH_BP/samples/bcell/ERS206573/problems/chr8:48135599-86500000,9.45652334373948,9.59957732023835,5,1,2,0,5,1
H3K9me3_TDH_BP/samples/bcell/ERS206573/problems/chr8:48135599-86500000,9.59957732023835,9.62935428719789,5,1,2,0,5,1
H3K9me3_TDH_BP/samples/bcell/ERS206573/problems/chr8:48135599-86500000,9.62935428719789,9.62968391203913,5,1,2,0,5,1
H3K9me3_TDH_BP/samples/bcell/ERS206573/problems/chr8:48135599-86500000,9.62968391203913,9.63451885017284,5,0,2,0,5,0
H3K9me3_TDH_BP/samples/bcell/ERS206573/problems/chr8:48135599-86500000,9.63451885017284,9.64184511871236,5,0,2,0,5,0
H3K9me3_TDH_BP/samples/bcell/ERS206573/problems/chr8:48135599-86500000,9.64184511871236,9.64974120355467,5,0,2,0,5,0
H3K9me3_TDH_BP/samples/bcell/ERS206573/problems/chr8:48135599-86500000,9.64974120355467,9.67475154251272,5,0,2,0,5,0
H3K9me3_TDH_BP/samples/bcell/ERS206573/problems/chr8:48135599-86500000,9.67475154251272,9.75693279752033,5,0,2,0,5,0
H3K9me3_TDH_BP/samples/bcell/ERS206573/problems/chr8:48135599-86500000,9.75693279752033,10.1007235921043,5,0,2,0,5,0
H3K9me3_TDH_BP/samples/bcell/ERS206573/problems/chr8:48135599-86500000,10.1007235921043,10.5867666983074,5,0,2,0,5,0
H3K9me3_TDH_BP/samples/bcell/ERS206573/problems/chr8:48135599-86500000,10.5867666983074,10.8681648805914,5,0,2,0,5,0
H3K9me3_TDH_BP/samples/bcell/ERS206573/problems/chr8:48135599-86500000,10.8681648805914,11.0055790699952,5,0,2,0,5,0
H3K9me3_TDH_BP/samples/bcell/ERS206573/problems/chr8:48135599-86500000,11.0055790699952,11.0141996644572,5,0,2,0,5,0
H3K9me3_TDH_BP/samples/bcell/ERS206573/problems/chr8:48135599-86500000,11.0141996644572,11.0180352269207,5,0,2,2,5,2
H3K9me3_TDH_BP/samples/bcell/ERS206573/problems/chr8:48135599-86500000,11.0180352269207,11.0358441356612,5,0,2,2,5,2
H3K9me3_TDH_BP/samples/bcell/ERS206573/problems/chr8:48135599-86500000,11.0358441356612,11.1089058260979,5,0,2,2,5,2
H3K9me3_TDH_BP/samples/bcell/ERS206573/problems/chr8:48135599-86500000,11.1089058260979,11.1957283199447,5,0,2,2,5,2
H3K9me3_TDH_BP/samples/bcell/ERS206573/problems/chr8:48135599-86500000,11.1957283199447,12.1210733666927,5,3,2,2,5,5
H3K9me3_TDH_BP/samples/bcell/ERS206573/problems/chr8:48135599-86500000,12.1210733666927,Inf,5,0,2,2,5,2
H3K9me3_TDH_BP/samples/bcell/ERS257189/problems/chr4:68270000-75427379,-Inf,2.0800561550475,2,2,1,0,2,2
H3K9me3_TDH_BP/samples/bcell/ERS257189/problems/chr4:68270000-75427379,2.0800561550475,6.05225405140353,2,2,1,0,2,2
H3K9me3_TDH_BP/samples/bcell/ERS257189/problems/chr4:68270000-75427379,6.05225405140353,7.53903283216585,2,2,1,0,2,2
H3K9me3_TDH_BP/samples/bcell/ERS257189/problems/chr4:68270000-75427379,7.53903283216585,8.13450280088102,2,1,1,0,2,1
H3K9me3_TDH_BP/samples/bcell/ERS257189/problems/chr4:68270000-75427379,8.13450280088102,8.53173404195185,2,1,1,0,2,1
H3K9me3_TDH_BP/samples/bcell/ERS257189/problems/chr4:68270000-75427379,8.53173404195185,8.57901856514055,2,1,1,0,2,1
H3K9me3_TDH_BP/samples/bcell/ERS257189/problems/chr4:68270000-75427379,8.57901856514055,8.58848682146734,2,1,1,0,2,1
H3K9me3_TDH_BP/samples/bcell/ERS257189/problems/chr4:68270000-75427379,8.58848682146734,8.59401380467438,2,1,1,0,2,1
H3K9me3_TDH_BP/samples/bcell/ERS257189/problems/chr4:68270000-75427379,8.59401380467438,8.59708514547817,2,1,1,0,2,1
H3K9me3_TDH_BP/samples/bcell/ERS257189/problems/chr4:68270000-75427379,8.59708514547817,8.61419913586601,2,0,1,0,2,0
H3K9me3_TDH_BP/samples/bcell/ERS257189/problems/chr4:68270000-75427379,8.61419913586601,8.65487128825792,2,0,1,0,2,0
H3K9me3_TDH_BP/samples/bcell/ERS257189/problems/chr4:68270000-75427379,8.65487128825792,8.79183151006288,2,0,1,0,2,0
H3K9me3_TDH_BP/samples/bcell/ERS257189/problems/chr4:68270000-75427379,8.79183151006288,9.2116992929992,2,0,1,0,2,0
H3K9me3_TDH_BP/samples/bcell/ERS257189/problems/chr4:68270000-75427379,9.2116992929992,10.1248405927993,2,0,1,0,2,0
H3K9me3_TDH_BP/samples/bcell/ERS257189/problems/chr4:68270000-75427379,10.1248405927993,10.976591705712,2,0,1,0,2,0
H3K9me3_TDH_BP/samples/bcell/ERS257189/problems/chr4:68270000-75427379,10.976591705712,11.4145949107864,2,0,1,0,2,0
H3K9me3_TDH_BP/samples/bcell/ERS257189/problems/chr4:68270000-75427379,11.4145949107864,11.5785579075506,2,0,1,0,2,0
H3K9me3_TDH_BP/samples/bcell/ERS257189/problems/chr4:68270000-75427379,11.5785579075506,11.7489815065707,2,0,1,0,2,0
H3K9me3_TDH_BP/samples/bcell/ERS257189/problems/chr4:68270000-75427379,11.7489815065707,12.4933209534082,2,0,1,1,2,1
H3K9me3_TDH_BP/samples/bcell/ERS257189/problems/chr4:68270000-75427379,12.4933209534082,Inf,2,0,1,1,2,1
H3K9me3_TDH_BP/samples/bcell/ERS257189/problems/chr4:75452279-190000000,-Inf,2.03219015727241,7,7,4,0,7,7
H3K9me3_TDH_BP/samples/bcell/ERS257189/problems/chr4:75452279-190000000,2.03219015727241,6.00192124600259,7,7,4,0,7,7
H3K9me3_TDH_BP/samples/bcell/ERS257189/problems/chr4:75452279-190000000,6.00192124600259,7.78861884428586,7,7,4,0,7,7
H3K9me3_TDH_BP/samples/bcell/ERS257189/problems/chr4:75452279-190000000,7.78861884428586,8.66099760699046,7,5,4,0,7,5
H3K9me3_TDH_BP/samples/bcell/ERS257189/problems/chr4:75452279-190000000,8.66099760699046,9.06050694830666,7,3,4,0,7,3
H3K9me3_TDH_BP/samples/bcell/ERS257189/problems/chr4:75452279-190000000,9.06050694830666,9.27872006381275,7,2,4,0,7,2
H3K9me3_TDH_BP/samples/bcell/ERS257189/problems/chr4:75452279-190000000,9.27872006381275,9.34478054357517,7,2,4,0,7,2
H3K9me3_TDH_BP/samples/bcell/ERS257189/problems/chr4:75452279-190000000,9.34478054357517,9.38478632102733,7,2,4,0,7,2
H3K9me3_TDH_BP/samples/bcell/ERS257189/problems/chr4:75452279-190000000,9.38478632102733,9.39744945277485,7,2,4,0,7,2
H3K9me3_TDH_BP/samples/bcell/ERS257189/problems/chr4:75452279-190000000,9.39744945277485,9.39751119787363,7,1,4,0,7,1
H3K9me3_TDH_BP/samples/bcell/ERS257189/problems/chr4:75452279-190000000,9.39751119787363,9.39763388308051,7,1,4,0,7,1
H3K9me3_TDH_BP/samples/bcell/ERS257189/problems/chr4:75452279-190000000,9.39763388308051,9.39832338825646,7,1,4,0,7,1
H3K9me3_TDH_BP/samples/bcell/ERS257189/problems/chr4:75452279-190000000,9.39832338825646,9.40042159784969,7,1,4,0,7,1
H3K9me3_TDH_BP/samples/bcell/ERS257189/problems/chr4:75452279-190000000,9.40042159784969,9.40332524383867,7,1,4,0,7,1
H3K9me3_TDH_BP/samples/bcell/ERS257189/problems/chr4:75452279-190000000,9.40332524383867,9.40661636367599,7,1,4,0,7,1
H3K9me3_TDH_BP/samples/bcell/ERS257189/problems/chr4:75452279-190000000,9.40661636367599,9.418508419403,7,1,4,0,7,1
H3K9me3_TDH_BP/samples/bcell/ERS257189/problems/chr4:75452279-190000000,9.418508419403,9.47687135388713,7,1,4,0,7,1
H3K9me3_TDH_BP/samples/bcell/ERS257189/problems/chr4:75452279-190000000,9.47687135388713,9.55620098175459,7,1,4,0,7,1
H3K9me3_TDH_BP/samples/bcell/ERS257189/problems/chr4:75452279-190000000,9.55620098175459,9.61646307500813,7,1,4,0,7,1
H3K9me3_TDH_BP/samples/bcell/ERS257189/problems/chr4:75452279-190000000,9.61646307500813,9.67554627389264,7,1,4,0,7,1
H3K9me3_TDH_BP/samples/bcell/ERS257189/problems/chr4:75452279-190000000,9.67554627389264,9.73552693819596,7,1,4,0,7,1
H3K9me3_TDH_BP/samples/bcell/ERS257189/problems/chr4:75452279-190000000,9.73552693819596,9.82563927194376,7,1,4,0,7,1
H3K9me3_TDH_BP/samples/bcell/ERS257189/problems/chr4:75452279-190000000,9.82563927194376,9.92064254030472,7,1,4,0,7,1
H3K9me3_TDH_BP/samples/bcell/ERS257189/problems/chr4:75452279-190000000,9.92064254030472,9.98633120875422,7,1,4,0,7,1
H3K9me3_TDH_BP/samples/bcell/ERS257189/problems/chr4:75452279-190000000,9.98633120875422,10.0416386961908,7,1,4,0,7,1
H3K9me3_TDH_BP/samples/bcell/ERS257189/problems/chr4:75452279-190000000,10.0416386961908,10.1085308925375,7,1,4,0,7,1
H3K9me3_TDH_BP/samples/bcell/ERS257189/problems/chr4:75452279-190000000,10.1085308925375,10.1883374673142,7,1,4,0,7,1
H3K9me3_TDH_BP/samples/bcell/ERS257189/problems/chr4:75452279-190000000,10.1883374673142,10.2663876437462,7,1,4,0,7,1
H3K9me3_TDH_BP/samples/bcell/ERS257189/problems/chr4:75452279-190000000,10.2663876437462,10.3338316374116,7,1,4,0,7,1
