sequenceID,quartile.0%,quartile.25%,quartile.50%,quartile.75%,quartile.100%,mean,sd,bases,data,log+1.quartile.0%,log+1.quartile.25%,log+1.quartile.50%,log+1.quartile.75%,log+1.quartile.100%,log+1.mean,log+1.sd,log+1.bases,log+1.data,log.quartile.0%,log.quartile.25%,log.quartile.50%,log.quartile.75%,log.quartile.100%,log.mean,log.sd,log.bases,log.data,log.log.quartile.0%,log.log.quartile.25%,log.log.quartile.50%,log.log.quartile.75%,log.log.quartile.100%,log.log.mean,log.log.sd,log.log.bases,log.log.data
H3K9me3_TDH_BP/samples/bcell/ERS257189/problems/chr7:62500000-74715724,0,0,7,14,149,9.45698503011365,10.1949857708665,12215724,704484,0,0,2.07944154167984,2.70805020110221,5.01063529409626,2.34727017904936,2.41546597902414,16.3182346141668,13.465222318398,-Inf,-Inf,1.94591014905531,2.63905732961526,5.00394630594546,2.24675362508971,2.32189600832819,16.3182345323051,13.4652208989203,,,0.665729810578276,0.970421781277365,1.61022686232037,0.809486341036613,0.842384096884429,2.7922831655167,2.60011013154454
H3K9me3_TDH_BP/samples/bcell/ERS257189/problems/chr8:48135599-86500000,0,4,10,15,657,10.3024964992937,8.3164875162164,38364401,2431126,0,1.6094379124341,2.39789527279837,2.77258872223978,6.48920493132532,2.42502363045808,2.23178568171947,17.4626405563487,14.7038654938095,-Inf,1.38629436111989,2.30258509299405,2.70805020110221,6.48768401848461,2.33238624443885,2.1182399921611,17.4626405302829,14.7038650824775,,0.326634259978281,0.834032445247956,0.996228892951395,1.86990561317406,0.846891882748942,0.750585551506543,2.86006377209732,2.68811039000523
H3K9me3_TDH_BP/samples/bcell/ERS257253/problems/chr4:68270000-75427379,0,3,9,14,356,10.1616046879731,8.94834208218505,7157379,436941,0,1.38629436111989,2.30258509299405,2.70805020110221,5.87773578177964,2.41247973586138,2.297405912381,15.7836545501834,12.9875557421571,-Inf,1.09861228866811,2.19722457733622,2.63905732961526,5.87493073085203,2.31861637140849,2.19146827291335,15.7836544104675,12.9875534535212,,0.0940478276166991,0.787195008176644,0.970421781277365,1.77069426946744,0.840970616131714,0.784571763433734,2.75897487355331,2.56399147218367
H3K9me3_TDH_BP/samples/bcell/ERS257253/problems/chr4:75452279-190000000,0,4,9,15,261,10.5530494753361,9.08940013112596,114547721,7105884,0,1.6094379124341,2.30258509299405,2.77258872223978,5.5683445037611,2.44694942595827,2.31148538077717,18.5565020801536,15.7764338719253,-Inf,1.38629436111989,2.19722457733622,2.70805020110221,5.56452040732269,2.35641486795013,2.20710891383645,18.5565020714236,15.7764337311968,,0.326634259978281,0.787195008176644,0.996228892951395,1.71641080083817,0.857141340249176,0.791683475325857,2.92082024361678,2.7585172905856
H3K9me3_TDH_BP/samples/bcell/ERS257253/problems/chr5:100000-17500000,0,4,10,16,162,11.1583233333333,9.0322203210466,17400000,1121836,0,1.6094379124341,2.39789527279837,2.83321334405622,5.09375020080676,2.49801398325925,2.30580194547622,16.671980821656,13.9304780782188,-Inf,1.38629436111989,2.30258509299405,2.77258872223978,5.08759633523238,2.41218570671754,2.2007982199341,16.6719807641848,13.9304771868233,,0.326634259978281,0.834032445247956,1.01978144053823,1.62680548626165,0.880533268735943,0.788820121801157,2.81372951179059,2.63407904325835
H3K9me3_TDH_BP/samples/bcell/ERS257253/problems/chr6:62178589-95680543,0,4,10,16,123,11.1797019361915,9.22082577230599,33501954,2167797,0,1.6094379124341,2.39789527279837,2.83321334405622,4.82028156560504,2.49977079040527,2.32442738114999,17.3271143533015,14.589222463769,-Inf,1.38629436111989,2.30258509299405,2.77258872223978,4.81218435537242,2.41409980692357,2.22146459671479,17.3271143234525,14.5892220024713,,0.326634259978281,0.834032445247956,1.01978144053823,1.57115110896884,0.88132646685942,0.79816670660908,2.85227257650154,2.68028303708765
H3K9me3_TDH_BP/samples/bcell/ERS257253/problems/chr7:62500000-74715724,0,0,7,16,155,10.6507098555927,12.5363492676622,12215724,734314,0,0,2.07944154167984,2.83321334405622,5.04985600724954,2.45536710996597,2.605378605402,16.3182346141668,13.5066933708492,-Inf,-Inf,1.94591014905531,2.77258872223978,5.04342511691925,2.36562654304151,2.5286323658384,16.3182345323051,13.5066920090349,,,0.665729810578276,1.01978144053823,1.61808543795914,0.861042909919927,0.927678589718195,2.7922831655167,2.60318526699651
H3K9me3_TDH_BP/samples/bcell/ERS257253/problems/chr8:48135599-86500000,0,4,10,15,709,10.8136683015069,9.4404072771103,38364401,2418671,0,1.6094379124341,2.39789527279837,2.77258872223978,6.56526497003536,2.46925719176047,2.34568359291104,17.4626405563487,14.6987291871782,-Inf,1.38629436111989,2.30258509299405,2.70805020110221,6.56385552653213,2.38081091742733,2.24499912298843,17.4626405302829,14.6987287737281,,0.326634259978281,0.834032445247956,0.996228892951395,1.88157816301184,0.867441151259079,0.808705130543107,2.86006377209732,2.68776101206758
H3K9me3_TDH_BP/samples/burkitt/ERS333897/problems/chr4:68270000-75427379,0,0,7,14,529,9.19309400829549,9.89035988802262,7157379,621272,0,0,2.07944154167984,2.70805020110221,6.27287700654617,2.3217104329727,2.38787798396746,15.7836545501834,13.3395258778405,-Inf,-Inf,1.94591014905531,2.63905732961526,6.2709884318583,2.21845255090303,2.29156053405472,15.7836544104675,13.3395242682408,,,0.665729810578276,0.970421781277365,1.83593398685472,0.796809903689702,0.829233041399586,2.75897487355331,2.59073137780066
H3K9me3_TDH_BP/samples/burkitt/ERS333897/problems/chr4:75452279-190000000,0,0,7,14,424,9.6812254344196,10.0345949011816,114547721,10289916,0,0,2.07944154167984,2.70805020110221,6.05208916892442,2.36848756800032,2.40103532867524,18.5565020801536,16.1466750416941,-Inf,-Inf,1.94591014905531,2.63905732961526,6.04973345523196,2.27018848774092,2.3060386128417,18.5565020714236,16.1466749445116,,,0.665729810578276,0.970421781277365,1.80001421408576,0.819862862293259,0.835531166217392,2.92082024361678,2.78171414268252
H3K9me3_TDH_BP/samples/burkitt/ERS333897/problems/chr5:100000-17500000,0,0,7,14,134,9.64762494252874,10.0574704059014,17400000,1548383,0,0,2.07944154167984,2.70805020110221,4.90527477843843,2.36533685719379,2.40310625437434,16.671980821656,14.252722364385,-Inf,-Inf,1.94591014905531,2.63905732961526,4.89783979995091,2.2667117651132,2.30831568234694,16.6719807641848,14.2527217185502,,,0.665729810578276,0.970421781277365,1.58879425075762,0.818330219689492,0.836518116739351,2.81372951179059,2.6569478862699
H3K9me3_TDH_BP/samples/burkitt/ERS333897/problems/chr6:62178589-95680543,0,0,7,14,123,9.33297123505095,9.78978921478198,33501954,2916797,0,0,2.07944154167984,2.70805020110221,4.82028156560504,2.3353398734338,2.37860024384123,17.3271143533015,14.8859969972234,-Inf,-Inf,1.94591014905531,2.63905732961526,4.81218435537242,2.23355342450996,2.28133992564485,17.3271143234525,14.8859966543816,,,0.665729810578276,0.970421781277365,1.57115110896884,0.803593781161288,0.824762957032493,2.85227257650154,2.70042094918837
H3K9me3_TDH_BP/samples/burkitt/ERS333897/problems/chr7:62500000-74715724,0,0,9,21,267,13.7224490337208,15.6457480137841,12215724,1447909,0,0,2.30258509299405,3.09104245335832,5.59098698051086,2.68937347403544,2.81215480926532,16.3182346141668,14.1856316953,-Inf,-Inf,2.19722457733622,3.04452243772342,5.58724865840025,2.61903310736839,2.75019918766113,16.3182345323051,14.1856310046491,,,0.787195008176644,1.11334405395999,1.72048697609128,0.962805206670719,1.01167334093219,2.7922831655167,2.65222955120863
H3K9me3_TDH_BP/samples/burkitt/ERS333897/problems/chr8:48135599-86500000,0,0,7,14,1074,9.74372455339522,10.3019836607525,38364401,3468075,0,0,2.07944154167984,2.70805020110221,6.98007594056176,2.37432182164315,2.42497825551138,17.4626405563487,15.0591105312907,-Inf,-Inf,1.94591014905531,2.63905732961526,6.97914527506881,2.27662344223827,2.3323364651154,17.4626405302829,15.0591102429463,,,0.665729810578276,0.970421781277365,1.94292645584771,0.822693398894648,0.846870539862534,2.86006377209732,2.71198313981275
H3K9me3_TDH_BP/samples/burkitt/ERS333899/problems/chr4:68270000-75427379,0,4,9,14,170,9.63640181692209,7.20414325827107,7157379,369654,0,1.6094379124341,2.30258509299405,2.70805020110221,5.14166355650266,2.3642822516181,2.10463930206049,15.7836545501834,12.8203254172024,-Inf,1.38629436111989,2.19722457733622,2.63905732961526,5.13579843705026,2.26554778343927,1.97465631305034,15.7836544104675,12.8203227119736,,0.326634259978281,0.787195008176644,0.970421781277365,1.63623532049494,0.817816576687784,0.680394364501384,2.75897487355331,2.55103162371655
H3K9me3_TDH_BP/samples/burkitt/ERS333899/problems/chr4:75452279-190000000,0,4,9,14,210,10.0413536555651,7.87593379372603,114547721,5965917,0,1.6094379124341,2.30258509299405,2.70805020110221,5.35185813347607,2.40164764706122,2.18334354602113,18.5565020801536,15.6015734994099,-Inf,1.38629436111989,2.19722457733622,2.63905732961526,5.34710753071747,2.30671193142684,2.06381175466309,18.5565020714236,15.6015733317911,,0.326634259978281,0.787195008176644,0.970421781277365,1.67655576624081,0.835823104219875,0.724554639323864,2.92082024361678,2.747371763772
H3K9me3_TDH_BP/samples/burkitt/ERS333899/problems/chr5:100000-17500000,0,6,10,15,100,11.1394616091954,8.11068641517234,17400000,977138,0,1.94591014905531,2.39789527279837,2.77258872223978,4.61512051684126,2.49646143614673,2.20944805587273,16.671980821656,13.7923841931672,-Inf,1.79175946922805,2.30258509299405,2.70805020110221,4.60517018598809,2.41049390381556,2.09318250266808,16.6719807641848,13.7923831697708,,0.583198080782659,0.834032445247956,0.996228892951395,1.5271796258079,0.87983166584792,0.738685636350497,2.81372951179059,2.62411649556637
H3K9me3_TDH_BP/samples/burkitt/ERS333899/problems/chr6:62178589-95680543,0,6,11,17,120,11.8736499369559,8.48881085929608,33501954,1980636,0,1.94591014905531,2.484906649788,2.89037175789616,4.79579054559674,2.55518258178612,2.2501133001653,17.3271143533015,14.4989290681026,-Inf,1.79175946922805,2.39789527279837,2.83321334405622,4.78749174278205,2.47432165393806,2.13874892682627,17.3271143234525,14.4989285632144,,0.583198080782659,0.874591382923689,1.04141152477478,1.56600662976001,0.905966279237135,0.760221044447995,2.85227257650154,2.67407475450425
H3K9me3_TDH_BP/samples/burkitt/ERS333899/problems/chr7:62500000-74715724,0,1,7,15,202,10.3722439210316,11.2380669890416,12215724,629057,0,0.693147180559945,2.07944154167984,2.77258872223978,5.31320597904179,2.43117564282284,2.5045513388807,16.3182346141668,13.3519787412884,-Inf,0,1.94591014905531,2.70805020110221,5.30826769740121,2.33913338466094,2.41930685361205,16.3182345323051,13.3519771516086,,-Inf,0.665729810578276,0.996228892951395,1.66926554801688,0.849780512338196,0.883481075014117,2.7922831655167,2.59166447512444
H3K9me3_TDH_BP/samples/burkitt/ERS333899/problems/chr8:48135599-86500000,0,6,9,15,433,10.690294369512,7.71536583229028,38364401,2117999,0,1.94591014905531,2.30258509299405,2.77258872223978,6.07304453410041,2.45875895647677,2.16508765540482,17.4626405563487,14.5659828051435,-Inf,1.79175946922805,2.19722457733622,2.70805020110221,6.07073772800249,2.36933626156259,2.04321390300462,17.4626405302829,14.5659823329998,,0.583198080782659,0.787195008176644,0.996228892951395,1.80348013442488,0.86260985751095,0.714524010797568,2.86006377209732,2.67868883290194
H3K9me3_TDH_BP/samples/eosinophil/ERS257387/problems/chr4:68270000-75427379,0,0,6,13,604,9.27422985425251,10.3710528649765,7157379,479478,0,0,1.94591014905531,2.63905732961526,6.40522845803084,2.32963880421574,2.43107090373709,15.7836545501834,13.0804553767261,-Inf,-Inf,1.79175946922805,2.56494935746154,6.40357419793482,2.227239570464,2.33901854697928,15.7836544104675,13.0804532911269,,,0.583198080782659,0.941938734748111,1.85685630290748,0.800762957911052,0.849731417018779,2.75897487355331,2.5711190007135
H3K9me3_TDH_BP/samples/eosinophil/ERS257387/problems/chr4:75452279-190000000,0,0,6,16,371,10.0385323336114,10.6051757343255,114547721,8128192,0,0,1.94591014905531,2.83321334405622,5.91889385427315,2.40139209121547,2.45145118259542,18.5565020801536,15.9108491935972,-Inf,-Inf,1.79175946922805,2.77258872223978,5.91620206260743,2.30643092166675,2.36134215877285,18.5565020714236,15.9108490705686,,,0.583198080782659,1.01978144053823,1.77769469954037,0.835701274148972,0.859230168726935,2.92082024361678,2.7670012080262
H3K9me3_TDH_BP/samples/eosinophil/ERS257387/problems/chr5:100000-17500000,0,1,8,17,189,10.9676790804598,10.9085179472826,17400000,1329294,0,0.693147180559945,2.19722457733622,2.89037175789616,5.24702407216049,2.48220960607144,2.47725393794851,16.671980821656,14.1001592844704,-Inf,0,2.07944154167984,2.83321334405622,5.24174701505964,2.39495268220938,2.38954394710528,16.6719807641848,14.1001585321917,,-Inf,0.732099368086445,1.04141152477478,1.65665484258812,0.873363473761396,0.871102530624755,2.81372951179059,2.64618604073877
H3K9me3_TDH_BP/samples/eosinophil/ERS257387/problems/chr6:62178589-95680543,0,0,7,16,172,10.2496071124687,10.7579148952443,33501954,2414250,0,0,2.07944154167984,2.83321334405622,5.15329159449778,2.42033320470448,2.46452662192396,17.3271143533015,14.6968996520364,-Inf,-Inf,1.94591014905531,2.77258872223978,5.14749447681345,2.32723937435893,2.37564175298543,17.3271143234525,14.6968992378292,,,0.665729810578276,1.01978144053823,1.63851008693496,0.844682747254304,0.865267612769315,2.85227257650154,2.68763653533242
H3K9me3_TDH_BP/samples/eosinophil/ERS257387/problems/chr7:62500000-74715724,0,0,7,19,296,13.0266639947006,16.8721289008805,12215724,1032360,0,0,2.07944154167984,2.99573227355399,5.6937321388027,2.64096008926945,2.88324245474938,16.3182346141668,13.8473589700573,-Inf,-Inf,1.94591014905531,2.94443897916644,5.69035945432406,2.56699833339135,2.82566308307619,16.3182345323051,13.8473580014034,,,0.665729810578276,1.07991829952208,1.73877341913484,0.942737252645064,1.03874305672904,2.7922831655167,2.62809445641531
H3K9me3_TDH_BP/samples/eosinophil/ERS257387/problems/chr8:48135599-86500000,0,0,6,14,1242,9.62435863393254,10.8707937772109,38364401,2624151,0,0,1.94591014905531,2.70805020110221,7.12528309151071,2.36314934912334,2.47408107893928,17.4626405563487,14.7802683541977,-Inf,-Inf,1.79175946922805,2.63905732961526,7.12447826249342,2.26429724251803,2.38607972304937,17.4626405302829,14.7802679731221,,,0.583198080782659,0.970421781277365,1.96353649715682,0.817264442587899,0.869651735963032,2.86006377209732,2.6932930461488
H3K9me3_TDH_BP/samples/eosinophil/ERS358684/problems/chr4:68270000-75427379,0,1,7,15,565,9.71964988859749,9.77908997113618,7157379,529224,0,0.693147180559945,2.07944154167984,2.77258872223978,6.33859407820318,2.37207849546356,2.37760814365548,15.7836545501834,13.1791689512258,-Inf,0,1.94591014905531,2.70805020110221,6.33682573114644,2.27414959813201,2.28024642973123,15.7836544104675,13.1791670616685,,-Inf,0.665729810578276,0.996228892951395,1.84637796974965,0.821606179502252,0.824283520341232,2.75897487355331,2.57863732993534
H3K9me3_TDH_BP/samples/eosinophil/ERS358684/problems/chr4:75452279-190000000,0,3,8,16,337,10.174073921558,9.71813235153699,114547721,8734726,0,1.38629436111989,2.19722457733622,2.83321334405622,5.82304589548302,2.41359626651158,2.37193691952571,18.5565020801536,15.9828172474843,-Inf,1.09861228866811,2.07944154167984,2.77258872223978,5.82008293035236,2.31984271210624,2.27399345510655,18.5565020714236,15.9828171329988,,0.0940478276166991,0.732099368086445,1.01978144053823,1.76131451084326,0.841499386874,0.821537517182843,2.92082024361678,2.77151421597706
H3K9me3_TDH_BP/samples/eosinophil/ERS358684/problems/chr5:100000-17500000,0,3,8,16,124,10.1431138505747,9.64896253344852,17400000,1315593,0,1.38629436111989,2.19722457733622,2.83321334405622,4.8283137373023,2.410821715241,2.36546247271064,16.671980821656,14.0897988326299,-Inf,1.09861228866811,2.07944154167984,2.77258872223978,4.82028156560504,2.31679503687732,2.26685040008414,16.6719807641848,14.0897980725167,,0.0940478276166991,0.732099368086445,1.01978144053823,1.57283234245698,0.840184780975146,0.818391379089507,2.81372951179059,2.64545099454577
H3K9me3_TDH_BP/samples/eosinophil/ERS358684/problems/chr6:62178589-95680543,0,4,9,16,128,10.5837643380443,9.99984636782836,33501954,2633580,0,1.6094379124341,2.30258509299405,2.83321334405622,4.85981240436167,2.44960449169025,2.39788130613978,17.3271143533015,14.7838550749796,-Inf,1.38629436111989,2.19722457733622,2.77258872223978,4.85203026391962,2.35932116069593,2.30256972965887,17.3271143234525,14.7838546952684,,0.326634259978281,0.787195008176644,1.01978144053823,1.57939722847365,0.858373933887205,0.834025773014004,2.85227257650154,2.69353568633834
H3K9me3_TDH_BP/samples/eosinophil/ERS358684/problems/chr7:62500000-74715724,0,0,6,16,307,11.0867759454945,14.1545081192192,12215724,962039,0,0,1.94591014905531,2.83321334405622,5.73009978297357,2.49211195788864,2.71829805331654,16.3182346141668,13.776811308825,-Inf,-Inf,1.79175946922805,2.77258872223978,5.7268477475872,2.40575304182752,2.65003316834646,16.3182345323051,13.7768102693666,,,0.583198080782659,1.01978144053823,1.74516524803776,0.877862969652416,0.974572156276956,2.7922831655167,2.62298676341843
H3K9me3_TDH_BP/samples/eosinophil/ERS358684/problems/chr8:48135599-86500000,0,1,7,15,1111,9.75758576290557,9.99842399547575,38364401,2814594,0,0.693147180559945,2.07944154167984,2.77258872223978,7.01391547481053,2.37561115808141,2.39775198939523,17.4626405563487,14.8503289370917,-Inf,0,1.94591014905531,2.70805020110221,7.01301578963963,2.27804500946835,2.30242748012136,17.4626405302829,14.8503285818007,,-Inf,0.665729810578276,0.996228892951395,1.94776782103372,0.823317623156551,0.833963992504238,2.86006377209732,2.6980219917245
H3K9me3_TDH_BP/samples/germinal/ERS333900/problems/chr4:68270000-75427379,0,3,7,13,198,8.73272073478294,7.65331304112518,7157379,467918,0,1.38629436111989,2.07944154167984,2.63905732961526,5.29330482472449,2.2754934804182,2.15794225814868,15.7836545501834,13.0560504829972,-Inf,1.09861228866811,1.94591014905531,2.56494935746154,5.28826703069454,2.16707697476649,2.03513863135882,15.7836544104675,13.0560483458729,,0.0940478276166991,0.665729810578276,0.941938734748111,1.66549059875827,0.773379243273835,0.710563940092102,2.75897487355331,2.56925150117697
H3K9me3_TDH_BP/samples/germinal/ERS333900/problems/chr4:75452279-190000000,0,3,9,16,301,10.7070948185866,9.29382506912047,114547721,8464320,0,1.38629436111989,2.30258509299405,2.83321334405622,5.71042701737487,2.4601950527717,2.33154420760652,18.5565020801536,15.9513703576919,-Inf,1.09861228866811,2.19722457733622,2.77258872223978,5.70711026474888,2.37090658889358,2.22935020857049,18.5565020714236,15.9513702395489,,0.0940478276166991,0.787195008176644,1.01978144053823,1.74171281233321,0.863272408961573,0.801710156719532,2.92082024361678,2.7695447339766
H3K9me3_TDH_BP/samples/germinal/ERS333900/problems/chr5:100000-17500000,0,6,13,19,122,13.2422160344828,9.66833575971423,17400000,1515375,0,1.94591014905531,2.63905732961526,2.99573227355399,4.81218435537242,2.6562105142753,2.3672800793635,16.671980821656,14.2311741509513,-Inf,1.79175946922805,2.56494935746154,2.94443897916644,4.80402104473326,2.58340991070901,2.26885619121154,16.6719807641848,14.2311734910489,,0.583198080782659,0.941938734748111,1.07991829952208,1.56945328487701,0.949110197112906,0.819275823979308,2.81372951179059,2.65543487469241
H3K9me3_TDH_BP/samples/germinal/ERS333900/problems/chr6:62178589-95680543,0,3,10,16,71,10.5292032518461,8.70984295793222,33501954,2471820,0,1.38629436111989,2.39789527279837,2.83321334405622,4.27666611901606,2.4448832297117,2.27314010894198,17.3271143533015,14.7204656839347,-Inf,1.09861228866811,2.30258509299405,2.77258872223978,4.26267987704132,2.35415265869117,2.16445376061372,17.3271143234525,14.7204652793746,,0.0940478276166991,0.834032445247956,1.01978144053823,1.44989804161164,0.856180857496268,0.77216802505389,2.85227257650154,2.68923872145435
H3K9me3_TDH_BP/samples/germinal/ERS333900/problems/chr7:62500000-74715724,0,0,6,13,216,8.38696331056596,9.18758475255046,12215724,751973,0,0,1.94591014905531,2.63905732961526,5.37989735354046,2.23932184481051,2.32116979780113,16.3182346141668,13.5304570278662,-Inf,-Inf,1.79175946922805,2.56494935746154,5.37527840768417,2.12667851343279,2.2178530892638,16.3182345323051,13.5304556980321,,,0.583198080782659,0.941938734748111,1.68181036945077,0.754561379252753,0.796539651055417,2.7922831655167,2.60494312217961
H3K9me3_TDH_BP/samples/germinal/ERS333900/problems/chr8:48135599-86500000,0,3,10,16,511,10.8728546550225,9.1118247505207,38364401,2890916,0,1.38629436111989,2.39789527279837,2.83321334405622,6.23832462503951,2.47425467296992,2.31370550641183,17.4626405563487,14.8770843107973,-Inf,1.09861228866811,2.30258509299405,2.77258872223978,6.2363695902037,2.38626928441247,2.20957299313735,17.4626405302829,14.8770839648863,,0.0940478276166991,0.834032445247956,1.01978144053823,1.8303982166304,0.869731177497128,0.792799281086135,2.86006377209732,2.69982204009857
H3K9me3_TDH_BP/samples/germinal/ERS333901/problems/chr4:68270000-75427379,0,3,7,14,252,8.87973768051126,7.88967220652451,7157379,464756,0,1.38629436111989,2.07944154167984,2.70805020110221,5.53338948872752,2.29048596085176,2.18489017668904,15.7836545501834,13.0492699673315,-Inf,1.09861228866811,1.94591014905531,2.63905732961526,5.52942908751142,2.18377201608478,2.06555458856059,15.7836544104675,13.0492678156671,,0.0940478276166991,0.665729810578276,0.970421781277365,1.71008457105669,0.781053664194259,0.72539875624454,2.75897487355331,2.56873202611555
