sequenceID,fold
168_chr17,6
168_chr2,3
168_chr3,3
168_chr4,1
169_chr1,2
169_chr11,6
169_chr17,3
169_chr2,2
169_chr3,4
169_chr4,3
16_chr1,6
16_chr11,2
16_chr17,1
16_chr2,6
16_chr3,1
16_chr4,6
170_chr1,3
170_chr11,5
170_chr17,2
170_chr2,1
170_chr3,5
170_chr4,5
171_chr1,4
171_chr11,4
171_chr17,5
171_chr2,4
171_chr3,1
171_chr4,6
172_chr1,6
172_chr11,4
172_chr17,5
172_chr2,1
172_chr3,6
172_chr4,2
173_chr1,6
173_chr11,4
173_chr17,2
173_chr2,1
173_chr3,1
173_chr4,1
175_chr1,1
175_chr11,6
175_chr17,5
175_chr2,2
175_chr3,3
175_chr4,2
176_chr1,3
176_chr11,4
176_chr17,2
176_chr2,6
176_chr3,5
176_chr4,3
177_chr1,5
177_chr11,1
177_chr17,5
177_chr2,1
177_chr3,6
177_chr4,5
178_chr1,4
178_chr11,3
178_chr17,4
178_chr2,2
178_chr3,2
178_chr4,5
17_chr1,4
17_chr11,2
17_chr17,2
17_chr2,4
17_chr3,6
17_chr4,1
180_chr1,5
180_chr11,2
180_chr17,5
180_chr2,1
180_chr3,5
180_chr4,5
181_chr11,4
181_chr17,6
181_chr2,2
181_chr3,5
181_chr4,2
182_chr1,3
182_chr11,1
182_chr17,6
182_chr2,1
182_chr3,2
183_chr1,3
183_chr11,5
183_chr17,6
183_chr2,1
183_chr3,2
183_chr4,6
184_chr1,2
184_chr11,6
184_chr17,2
184_chr2,3
184_chr3,2
184_chr4,6
185_chr1,3
185_chr11,3
185_chr17,5
185_chr2,5
185_chr3,1
185_chr4,5
186_chr1,2
186_chr11,3
186_chr17,1
186_chr2,1
186_chr3,2
186_chr4,3
187_chr1,3
187_chr11,1
187_chr17,6
187_chr2,4
187_chr3,5
187_chr4,1
188_chr1,4
188_chr11,1
188_chr2,2
188_chr3,2
188_chr4,5
189_chr1,6
189_chr11,6
189_chr17,2
189_chr2,6
189_chr3,4
189_chr4,6
18_chr1,1
18_chr11,4
18_chr17,3
18_chr2,6
18_chr3,1
18_chr4,4
190_chr1,3
190_chr11,5
190_chr17,4
190_chr2,2
190_chr3,4
190_chr4,2
191_chr1,5
191_chr11,2
191_chr17,4
191_chr2,3
191_chr3,2
191_chr4,2
192_chr1,2
192_chr11,4
192_chr17,6
192_chr2,3
192_chr3,2
192_chr4,3
193_chr1,6
193_chr11,6
193_chr17,6
193_chr2,6
193_chr3,2
193_chr4,2
194_chr1,3
194_chr11,5
194_chr17,2
194_chr2,6
194_chr3,6
194_chr4,1
195_chr1,4
195_chr11,4
195_chr17,1
195_chr2,6
195_chr3,6
195_chr4,1
196_chr1,1
196_chr11,6
196_chr17,3
196_chr2,4
196_chr3,3
196_chr4,5
197_chr1,4
197_chr11,6
197_chr17,3
197_chr2,4
197_chr3,1
197_chr4,4
198_chr1,3
198_chr11,6
198_chr17,4
198_chr2,2
198_chr3,5
198_chr4,5
199_chr1,1
199_chr11,4
199_chr17,6
199_chr2,5
199_chr3,1
199_chr4,1
19_chr1,5
19_chr11,3
19_chr17,2
19_chr2,3
19_chr3,3
19_chr4,3
1_chr1,6
1_chr11,5
1_chr17,3
1_chr2,6
1_chr3,5
1_chr4,2
200_chr1,4
200_chr11,5
200_chr17,5
200_chr2,4
200_chr3,1
200_chr4,4
201_chr1,5
201_chr11,4
201_chr17,5
201_chr2,5
201_chr3,2
201_chr4,1
202_chr1,2
202_chr11,3
202_chr17,2
202_chr2,5
202_chr3,1
202_chr4,1
203_chr1,5
203_chr11,4
203_chr17,1
203_chr2,2
203_chr3,4
203_chr4,5
204_chr1,4
204_chr11,1
204_chr17,2
204_chr2,6
204_chr3,3
204_chr4,2
205_chr1,2
205_chr11,6
205_chr17,5
205_chr2,6
205_chr3,4
205_chr4,2
206_chr1,1
206_chr11,2
206_chr17,1
206_chr2,4
206_chr3,2
206_chr4,6
207_chr1,4
207_chr11,5
207_chr17,6
207_chr2,2
207_chr3,4
208_chr1,3
208_chr11,1
208_chr17,4
208_chr2,3
208_chr3,1
208_chr4,4
209_chr1,4
209_chr11,5
209_chr17,6
209_chr2,2
209_chr3,5
209_chr4,6
20_chr1,3
20_chr11,6
20_chr17,6
20_chr2,3
20_chr3,4
20_chr4,3
210_chr1,4
210_chr11,6
210_chr17,6
210_chr2,3
210_chr3,4
210_chr4,5
211_chr1,2
211_chr11,1
211_chr2,1
211_chr3,3
211_chr4,1
212_chr1,1
212_chr11,3
212_chr17,2
212_chr2,6
212_chr3,1
212_chr4,5
213_chr1,3
213_chr11,2
213_chr17,5
213_chr2,6
213_chr3,6
213_chr4,1
214_chr1,2
214_chr11,6
214_chr17,5
214_chr2,1
214_chr3,6
214_chr4,2
215_chr1,6
215_chr11,4
215_chr17,3
215_chr2,5
215_chr3,1
215_chr4,5
216_chr1,2
216_chr11,6
216_chr17,3
216_chr2,5
216_chr3,3
216_chr4,3
217_chr1,6
217_chr11,6
217_chr17,6
217_chr2,3
217_chr3,3
217_chr4,2
218_chr1,3
218_chr11,5
218_chr17,5
218_chr2,3
218_chr3,1
218_chr4,2
219_chr1,5
219_chr11,3
219_chr17,1
219_chr2,2
219_chr3,5
219_chr4,1
21_chr1,2
21_chr11,1
21_chr17,3
21_chr2,6
21_chr3,4
21_chr4,6
220_chr1,4
220_chr11,1
220_chr17,3
220_chr2,2
220_chr3,1
220_chr4,5
221_chr1,3
221_chr11,4
221_chr17,1
221_chr2,1
221_chr3,5
221_chr4,3
222_chr1,6
222_chr11,3
222_chr17,2
222_chr2,4
222_chr3,1
222_chr4,3
223_chr1,1
223_chr11,2
223_chr17,4
223_chr2,1
223_chr3,5
223_chr4,1
224_chr1,4
224_chr11,1
224_chr17,5
224_chr2,1
224_chr3,2
224_chr4,6
225_chr1,5
225_chr11,1
225_chr17,6
225_chr2,5
225_chr3,1
225_chr4,2
226_chr1,6
226_chr11,6
226_chr17,5
226_chr2,2
226_chr3,6
226_chr4,4
227_chr1,4
227_chr11,1
227_chr17,6
227_chr2,4
227_chr3,2
227_chr4,5
228_chr1,3
228_chr11,1
228_chr17,5
228_chr2,2
228_chr3,3
228_chr4,4
229_chr1,4
229_chr11,6
229_chr17,5
229_chr2,3
229_chr3,4
229_chr4,5
22_chr1,4
22_chr11,5
22_chr17,2
22_chr2,3
22_chr3,2
22_chr4,4
230_chr1,2
230_chr11,4
230_chr17,2
230_chr2,5
230_chr3,6
230_chr4,3
231_chr1,2
231_chr11,3
231_chr17,6
231_chr2,6
231_chr3,4
231_chr4,2
232_chr1,2
232_chr11,2
232_chr17,1
232_chr2,1
232_chr3,4
232_chr4,3
233_chr1,6
233_chr11,3
233_chr17,4
233_chr2,1
233_chr3,3
233_chr4,4
234_chr1,3
234_chr11,6
234_chr17,1
234_chr2,2
234_chr3,1
234_chr4,5
235_chr1,4
235_chr11,3
235_chr17,2
235_chr2,6
235_chr3,4
235_chr4,1
236_chr1,4
236_chr11,2
236_chr17,3
236_chr2,6
236_chr3,5
236_chr4,5
237_chr1,6
237_chr11,6
237_chr17,3
237_chr2,6
237_chr3,3
237_chr4,2
238_chr1,1
238_chr11,2
238_chr17,4
238_chr2,1
238_chr3,4
238_chr4,6
239_chr1,2
239_chr11,6
239_chr17,2
239_chr2,5
239_chr3,4
239_chr4,2
23_chr1,5
23_chr11,1
23_chr17,5
23_chr2,2
23_chr3,4
23_chr4,5
240_chr1,3
240_chr11,1
240_chr17,5
240_chr2,5
240_chr3,1
240_chr4,4
241_chr1,6
241_chr11,1
241_chr17,1
241_chr2,3
241_chr3,1
241_chr4,2
242_chr1,1
242_chr11,4
242_chr17,1
242_chr2,1
242_chr3,1
242_chr4,6
243_chr1,4
243_chr11,1
243_chr17,6
243_chr2,6
243_chr3,5
243_chr4,6
244_chr1,2
244_chr11,1
244_chr17,5
244_chr2,4
244_chr3,3
244_chr4,5
245_chr1,3
245_chr11,4
245_chr17,3
245_chr2,3
245_chr3,2
245_chr4,1
246_chr1,5
246_chr11,3
246_chr17,6
246_chr2,1
246_chr3,1
246_chr4,5
247_chr11,6
247_chr17,2
247_chr2,5
247_chr3,6
247_chr4,2
248_chr1,5
248_chr11,3
248_chr17,3
248_chr2,1
248_chr3,3
248_chr4,5
249_chr1,6
249_chr11,4
249_chr17,2
249_chr2,1
249_chr3,6
249_chr4,6
24_chr1,3
24_chr11,3
24_chr17,4
24_chr2,3
24_chr3,6
24_chr4,4
251_chr1,1
251_chr11,5
251_chr17,2
251_chr2,6
251_chr3,2
251_chr4,4
252_chr1,1
252_chr11,6
252_chr17,4
252_chr2,6
252_chr3,4
252_chr4,5
253_chr1,3
253_chr11,1
253_chr17,1
253_chr2,2
253_chr3,3
253_chr4,1
254_chr1,3
254_chr11,2
254_chr17,2
254_chr2,5
254_chr3,1
254_chr4,6
255_chr1,2
255_chr11,6
255_chr17,4
255_chr2,3
255_chr3,1
255_chr4,3
256_chr1,2
256_chr11,2
256_chr17,3
256_chr2,5
256_chr3,3
256_chr4,1
257_chr1,4
257_chr11,2
257_chr17,2
257_chr2,5
257_chr3,6
257_chr4,3
258_chr1,4
258_chr11,6
258_chr17,5
258_chr2,1
258_chr3,4
258_chr4,3
259_chr1,1
259_chr11,3
259_chr17,6
259_chr2,3
259_chr3,6
259_chr4,3
25_chr1,5
25_chr11,3
25_chr2,5
25_chr3,6
25_chr4,5
260_chr1,2
260_chr11,2
260_chr17,1
260_chr2,4
260_chr3,1
260_chr4,6
261_chr1,6
261_chr11,5
261_chr17,1
261_chr2,6
261_chr3,2
261_chr4,4
262_chr1,3
262_chr11,5
262_chr17,3
262_chr2,3
262_chr3,2
262_chr4,4
263_chr1,5
263_chr11,3
263_chr17,5
263_chr2,3
263_chr3,2
263_chr4,5
264_chr11,1
264_chr17,1
264_chr2,4
264_chr3,4
264_chr4,4
265_chr1,6
265_chr11,3
265_chr17,1
265_chr2,4
265_chr3,1
265_chr4,6
266_chr1,2
266_chr11,1
266_chr17,1
266_chr2,3
266_chr3,2
266_chr4,5
267_chr1,3
267_chr11,2
267_chr2,4
267_chr3,2
267_chr4,1
268_chr1,6
268_chr11,6
268_chr17,3
268_chr2,6
268_chr3,2
268_chr4,3
269_chr1,1
269_chr11,2
269_chr17,5
269_chr2,1
269_chr3,6
269_chr4,6
26_chr1,6
26_chr11,4
26_chr17,6
26_chr2,6
26_chr3,3
26_chr4,5
270_chr1,1
270_chr11,3
270_chr17,2
270_chr2,1
270_chr3,2
270_chr4,6
271_chr1,5
271_chr11,5
271_chr17,4
271_chr2,3
271_chr3,6
271_chr4,1
272_chr1,1
272_chr11,3
272_chr17,4
272_chr2,1
272_chr3,6
272_chr4,6
273_chr1,4
273_chr11,3
273_chr17,2
273_chr2,1
273_chr3,1
273_chr4,2
274_chr1,4
274_chr11,3
274_chr17,6
274_chr2,3
274_chr3,4
274_chr4,4
275_chr1,6
275_chr11,4
275_chr17,2
275_chr2,1
275_chr3,3
275_chr4,3
276_chr1,4
276_chr11,6
276_chr17,4
276_chr2,5
276_chr3,3
276_chr4,6
277_chr1,3
277_chr11,6
277_chr17,1
277_chr2,1
277_chr3,4
277_chr4,2
278_chr1,6
278_chr11,4
278_chr17,5
278_chr2,3
278_chr3,3
278_chr4,6
279_chr1,1
279_chr11,2
279_chr17,2
279_chr2,1
279_chr3,2
279_chr4,5
27_chr1,3
27_chr11,1
27_chr17,3
27_chr2,2
27_chr3,5
27_chr4,3
281_chr1,3
281_chr11,3
281_chr2,2
281_chr3,3
281_chr4,2
282_chr1,5
282_chr11,5
282_chr17,3
282_chr2,6
282_chr3,6
282_chr4,3
283_chr1,2
283_chr11,4
283_chr17,4
283_chr2,3
283_chr3,1
283_chr4,1
284_chr1,2
284_chr11,1
284_chr17,1
284_chr2,2
284_chr3,6
284_chr4,1
285_chr1,1
285_chr11,2
285_chr17,2
285_chr2,6
285_chr3,3
285_chr4,6
286_chr1,2
286_chr11,5
286_chr17,2
286_chr2,3
286_chr3,1
286_chr4,4
287_chr1,3
287_chr11,5
287_chr2,1
287_chr3,2
288_chr1,2
288_chr11,2
288_chr17,3
288_chr2,2
288_chr3,5
288_chr4,2
289_chr1,3
289_chr11,6
289_chr17,4
289_chr2,3
289_chr3,1
289_chr4,4
28_chr1,3
28_chr11,4
28_chr17,6
28_chr2,1
28_chr3,6
28_chr4,2
290_chr1,6
290_chr11,1
290_chr2,4
290_chr3,3
290_chr4,4
291_chr1,1
291_chr11,6
291_chr17,1
291_chr2,2
291_chr3,5
291_chr4,4
294_chr1,5
294_chr11,3
294_chr17,6
294_chr2,1
294_chr3,1
294_chr4,6
295_chr1,3
295_chr11,2
295_chr17,2
295_chr2,5
295_chr3,2
295_chr4,3
296_chr1,5
296_chr11,4
296_chr17,6
296_chr2,3
296_chr3,4
296_chr4,4
297_chr1,6
297_chr11,2
297_chr17,6
297_chr2,1
297_chr3,5
297_chr4,3
298_chr1,3
298_chr11,2
298_chr17,4
298_chr2,4
298_chr3,5
298_chr4,2
299_chr1,4
299_chr11,4
299_chr17,5
299_chr2,5
299_chr3,4
299_chr4,3
29_chr1,1
29_chr11,6
29_chr17,4
29_chr2,4
29_chr3,4
29_chr4,4
2_chr1,1
2_chr11,2
2_chr17,5
2_chr2,2
2_chr3,3
2_chr4,2
300_chr1,2
300_chr11,1
300_chr17,5
300_chr2,3
300_chr3,1
300_chr4,2
301_chr1,6
301_chr11,4
301_chr17,4
301_chr2,4
301_chr3,5
301_chr4,1
302_chr1,2
302_chr11,2
302_chr17,5
302_chr2,1
302_chr3,1
304_chr1,3
304_chr11,1
304_chr17,5
304_chr2,3
304_chr3,2
304_chr4,4
305_chr1,1
305_chr11,1
305_chr17,5
305_chr2,1
305_chr3,2
305_chr4,1
306_chr1,2
306_chr11,5
306_chr2,2
306_chr3,1
306_chr4,4
307_chr1,2
307_chr11,2
307_chr17,4
307_chr2,5
307_chr3,6
307_chr4,2
308_chr1,2
308_chr11,6
308_chr17,4
308_chr2,1
308_chr3,2
308_chr4,6
309_chr1,2
309_chr11,2
309_chr17,3
309_chr2,6
309_chr3,4
309_chr4,4
30_chr1,3
30_chr11,6
30_chr17,1
30_chr2,3
30_chr3,6
30_chr4,5
310_chr1,1
310_chr11,5
310_chr17,5
310_chr2,3
310_chr3,4
310_chr4,1
311_chr1,3
311_chr11,4
311_chr17,4
311_chr2,2
311_chr3,2
311_chr4,3
312_chr11,6
312_chr17,5
312_chr2,1
312_chr3,4
312_chr4,6
313_chr1,4
313_chr11,6
313_chr17,2
313_chr2,1
313_chr3,3
313_chr4,2
314_chr1,2
314_chr11,1
314_chr17,5
314_chr2,5
314_chr3,5
314_chr4,4
315_chr1,3
315_chr11,6
315_chr17,5
315_chr2,3
315_chr3,3
315_chr4,3
316_chr1,1
316_chr11,3
316_chr17,4
316_chr2,2
316_chr3,1
316_chr4,4
317_chr1,4
317_chr11,5
317_chr17,4
317_chr2,6
317_chr3,2
317_chr4,5
318_chr1,6
318_chr11,1
318_chr17,5
318_chr2,3
318_chr3,6
318_chr4,5
319_chr1,3
319_chr11,4
319_chr17,2
319_chr2,1
319_chr3,5
319_chr4,1
31_chr1,4
31_chr11,2
31_chr17,6
31_chr2,3
31_chr3,1
31_chr4,6
320_chr1,5
320_chr11,1
320_chr17,1
320_chr2,3
320_chr3,2
320_chr4,4
321_chr1,1
321_chr11,6
321_chr17,4
321_chr2,2
321_chr3,2
321_chr4,5
322_chr1,2
322_chr11,6
322_chr17,3
322_chr2,3
322_chr3,6
322_chr4,5
323_chr1,2
323_chr11,5
323_chr17,5
323_chr2,3
323_chr3,3
323_chr4,6
324_chr1,2
324_chr11,1
324_chr17,2
324_chr2,1
324_chr3,5
324_chr4,3
325_chr1,3
325_chr11,3
325_chr17,4
325_chr2,5
325_chr3,2
325_chr4,3
326_chr1,2
326_chr11,1
326_chr17,3
326_chr2,5
326_chr3,3
326_chr4,2
327_chr1,5
327_chr11,6
327_chr17,1
327_chr2,3
327_chr3,4
327_chr4,5
328_chr1,5
328_chr11,3
328_chr17,5
328_chr2,3
328_chr3,6
328_chr4,2
329_chr1,2
329_chr11,3
329_chr17,5
329_chr2,1
329_chr3,2
329_chr4,1
32_chr1,5
32_chr11,2
32_chr17,1
32_chr2,2
32_chr3,3
32_chr4,1
330_chr1,6
330_chr11,6
330_chr17,3
330_chr2,1
330_chr3,4
330_chr4,6
331_chr1,4
331_chr11,4
331_chr17,4
331_chr2,1
331_chr3,3
331_chr4,5
332_chr1,1
332_chr11,1
332_chr17,1
332_chr2,6
332_chr3,4
332_chr4,2
333_chr1,3
333_chr11,6
333_chr17,2
333_chr2,5
333_chr3,5
333_chr4,6
334_chr1,3
334_chr11,1
334_chr17,5
334_chr2,6
334_chr3,5
334_chr4,6
335_chr1,5
335_chr11,3
335_chr17,4
335_chr2,6
335_chr3,2
335_chr4,1
336_chr1,6
336_chr11,4
336_chr17,1
336_chr2,3
336_chr3,5
336_chr4,3
337_chr1,1
337_chr11,6
337_chr17,6
337_chr2,3
337_chr3,6
337_chr4,3
338_chr1,3
338_chr11,4
338_chr17,1
338_chr2,6
338_chr3,6
338_chr4,4
339_chr1,4
339_chr11,6
339_chr17,1
339_chr2,6
339_chr3,1
339_chr4,1
33_chr1,2
33_chr11,3
33_chr17,5
33_chr2,4
33_chr3,6
33_chr4,5
340_chr1,6
340_chr11,6
340_chr17,4
340_chr2,5
340_chr3,1
340_chr4,5
341_chr1,1
341_chr11,6
341_chr17,6
341_chr2,6
341_chr3,4
341_chr4,6
342_chr1,4
342_chr11,4
342_chr17,2
342_chr2,3
342_chr3,4
342_chr4,3
343_chr1,6
343_chr11,4
343_chr17,1
343_chr2,6
343_chr3,1
343_chr4,2
344_chr1,4
344_chr11,5
344_chr17,3
344_chr2,5
344_chr3,3
344_chr4,6
345_chr1,5
345_chr11,3
345_chr17,1
345_chr2,4
345_chr3,5
345_chr4,5
346_chr1,3
346_chr11,1
346_chr17,3
346_chr2,5
346_chr3,3
346_chr4,6
347_chr1,5
347_chr11,5
347_chr17,3
347_chr2,4
347_chr3,6
347_chr4,3
348_chr1,5
348_chr11,6
348_chr17,2
348_chr2,6
348_chr3,5
348_chr4,4
349_chr1,5
349_chr11,4
349_chr17,3
349_chr2,3
349_chr3,3
349_chr4,4
34_chr1,2
34_chr11,1
34_chr17,5
34_chr2,3
34_chr3,3
34_chr4,6
350_chr1,3
350_chr11,2
350_chr17,5
350_chr2,4
350_chr3,3
350_chr4,3
351_chr1,2
351_chr11,5
351_chr17,4
351_chr2,5
351_chr3,4
351_chr4,1
352_chr1,5
352_chr11,4
352_chr17,2
352_chr2,4
352_chr3,5
352_chr4,5
353_chr1,1
353_chr11,6
353_chr17,6
353_chr2,1
353_chr3,4
353_chr4,4
354_chr1,2
354_chr11,1
354_chr17,3
354_chr2,2
354_chr3,4
354_chr4,3
355_chr1,5
355_chr11,6
355_chr17,6
355_chr2,5
355_chr3,3
355_chr4,6
356_chr1,3
356_chr11,4
356_chr17,5
356_chr2,6
356_chr3,1
356_chr4,1
357_chr1,1
357_chr11,3
357_chr17,2
357_chr2,5
357_chr3,5
357_chr4,1
358_chr1,3
358_chr11,3
358_chr17,1
358_chr2,6
358_chr3,6
358_chr4,1
359_chr1,6
359_chr11,1
359_chr17,5
359_chr2,4
359_chr3,6
359_chr4,3
35_chr1,4
35_chr11,3
35_chr17,6
35_chr2,3
35_chr3,2
35_chr4,6
360_chr1,6
360_chr11,1
360_chr17,1
360_chr2,5
360_chr3,6
360_chr4,3
361_chr1,2
361_chr11,1
361_chr17,3
361_chr2,2
361_chr3,2
361_chr4,2
362_chr1,4
362_chr11,6
362_chr17,1
362_chr2,2
362_chr3,1
362_chr4,2
363_chr1,2
363_chr11,2
363_chr17,5
363_chr2,6
363_chr3,6
363_chr4,2
364_chr1,6
364_chr11,2
364_chr17,4
364_chr2,4
364_chr3,6
364_chr4,5
365_chr1,6
365_chr11,4
365_chr17,6
365_chr2,3
365_chr3,5
365_chr4,2
366_chr1,6
366_chr11,4
366_chr17,4
366_chr2,3
366_chr3,1
366_chr4,4
367_chr1,4
367_chr11,2
367_chr17,4
367_chr2,5
367_chr3,4
367_chr4,4
368_chr11,1
368_chr17,2
368_chr2,1
369_chr1,5
369_chr11,4
369_chr17,1
369_chr2,1
369_chr3,1
369_chr4,1
36_chr1,5
36_chr11,6
36_chr17,5
36_chr2,4
36_chr3,6
36_chr4,2
371_chr1,6
371_chr11,6
371_chr17,1
371_chr2,4
371_chr3,6
371_chr4,1
373_chr1,4
373_chr11,5
373_chr17,4
373_chr2,1
373_chr3,2
373_chr4,6
375_chr1,2
375_chr17,3
375_chr2,5
375_chr3,1
375_chr4,3
376_chr1,5
376_chr11,1
