sequenceID,fold
146_chr4,17
147_chr1,1
147_chr11,3
147_chr17,9
147_chr2,12
147_chr3,16
147_chr4,17
148_chr1,1
148_chr11,3
148_chr17,9
148_chr2,12
148_chr3,16
148_chr4,17
149_chr1,1
149_chr11,3
149_chr17,9
149_chr2,12
149_chr20,13
149_chr3,16
149_chr4,17
149_chr6,19
14_chr1,1
14_chr11,3
14_chr17,9
14_chr18,10
14_chr2,12
14_chr3,16
14_chr4,17
150_chr1,1
150_chr11,3
150_chr17,9
150_chr2,12
150_chr3,16
150_chr4,17
151_chr1,1
151_chr11,3
151_chr17,9
151_chr2,12
151_chr3,16
151_chr4,17
152_chr1,1
152_chr11,3
152_chr17,9
152_chr2,12
152_chr3,16
152_chr4,17
153_chr1,1
153_chr11,3
153_chr17,9
153_chr18,10
153_chr2,12
153_chr3,16
153_chr4,17
153_chr7,20
154_chr1,1
154_chr11,3
154_chr17,9
154_chr2,12
154_chr3,16
154_chr4,17
155_chr1,1
155_chr11,3
155_chr17,9
155_chr2,12
155_chr3,16
155_chr4,17
156_chr1,1
156_chr11,3
156_chr17,9
156_chr2,12
156_chr3,16
156_chr4,17
157_chr1,1
157_chr11,3
157_chr17,9
157_chr2,12
157_chr3,16
157_chr4,17
158_chr1,1
158_chr11,3
158_chr17,9
158_chr2,12
158_chr3,16
158_chr4,17
159_chr1,1
159_chr11,3
159_chr17,9
159_chr2,12
159_chr3,16
159_chr4,17
15_chr1,1
15_chr10,2
15_chr11,3
15_chr17,9
15_chr2,12
15_chr3,16
15_chr4,17
15_chr6,19
160_chr1,1
160_chr11,3
160_chr17,9
160_chr2,12
160_chr3,16
160_chr4,17
161_chr1,1
161_chr17,9
161_chr2,12
161_chr3,16
161_chr4,17
162_chr1,1
162_chr11,3
162_chr17,9
162_chr19,11
162_chr2,12
162_chr22,15
162_chr3,16
162_chr4,17
162_chr5,18
162_chr7,20
162_chr8,21
163_chr1,1
163_chr11,3
163_chr17,9
163_chr2,12
163_chr3,16
163_chr4,17
164_chr1,1
164_chr11,3
164_chr17,9
164_chr2,12
164_chr3,16
164_chr4,17
165_chr1,1
165_chr11,3
165_chr17,9
165_chr2,12
165_chr3,16
165_chr4,17
166_chr1,1
166_chr11,3
166_chr17,9
166_chr2,12
166_chr3,16
166_chr4,17
167_chr1,1
167_chr11,3
167_chr17,9
167_chr2,12
167_chr3,16
167_chr4,17
168_chr1,1
168_chr11,3
168_chr17,9
168_chr2,12
168_chr3,16
168_chr4,17
169_chr1,1
169_chr11,3
169_chr17,9
169_chr2,12
169_chr3,16
169_chr4,17
16_chr1,1
16_chr11,3
16_chr17,9
16_chr2,12
16_chr3,16
16_chr4,17
170_chr1,1
170_chr11,3
170_chr17,9
170_chr2,12
170_chr3,16
170_chr4,17
171_chr1,1
171_chr11,3
171_chr17,9
171_chr2,12
171_chr3,16
171_chr4,17
172_chr1,1
172_chr11,3
172_chr17,9
172_chr2,12
172_chr3,16
172_chr4,17
173_chr1,1
173_chr11,3
173_chr15,7
173_chr16,8
173_chr17,9
173_chr19,11
173_chr2,12
173_chr3,16
173_chr4,17
173_chr8,21
173_chr9,22
175_chr1,1
175_chr11,3
175_chr17,9
175_chr2,12
175_chr3,16
175_chr4,17
176_chr1,1
176_chr11,3
176_chr17,9
176_chr2,12
176_chr3,16
176_chr4,17
177_chr1,1
177_chr11,3
177_chr17,9
177_chr2,12
177_chr3,16
177_chr4,17
178_chr1,1
178_chr11,3
178_chr17,9
178_chr2,12
178_chr3,16
178_chr4,17
17_chr1,1
17_chr11,3
17_chr14,6
17_chr17,9
17_chr2,12
17_chr3,16
17_chr4,17
180_chr1,1
180_chr11,3
180_chr17,9
180_chr2,12
180_chr3,16
180_chr4,17
181_chr11,3
181_chr17,9
181_chr2,12
181_chr3,16
181_chr4,17
182_chr1,1
182_chr11,3
182_chr17,9
182_chr2,12
182_chr3,16
183_chr1,1
183_chr11,3
183_chr17,9
183_chr2,12
183_chr3,16
183_chr4,17
184_chr1,1
184_chr11,3
184_chr17,9
184_chr2,12
184_chr3,16
184_chr4,17
185_chr1,1
185_chr11,3
185_chr17,9
185_chr2,12
185_chr3,16
185_chr4,17
186_chr1,1
186_chr11,3
186_chr17,9
186_chr2,12
186_chr3,16
186_chr4,17
187_chr1,1
187_chr11,3
187_chr17,9
187_chr2,12
187_chr3,16
187_chr4,17
188_chr1,1
188_chr11,3
188_chr2,12
188_chr3,16
188_chr4,17
188_chr6,19
188_chr9,22
189_chr1,1
189_chr11,3
189_chr15,7
189_chr17,9
189_chr18,10
189_chr2,12
189_chr20,13
189_chr3,16
189_chr4,17
189_chr5,18
189_chr7,20
189_chr9,22
189_chrX,23
18_chr1,1
18_chr10,2
18_chr11,3
18_chr17,9
18_chr2,12
18_chr20,13
18_chr3,16
18_chr4,17
18_chr6,19
18_chr7,20
18_chr9,22
18_chrX,23
190_chr1,1
190_chr11,3
190_chr17,9
190_chr2,12
190_chr3,16
190_chr4,17
191_chr1,1
191_chr11,3
191_chr17,9
191_chr2,12
191_chr3,16
191_chr4,17
192_chr1,1
192_chr11,3
192_chr17,9
192_chr2,12
192_chr3,16
192_chr4,17
193_chr1,1
193_chr11,3
193_chr17,9
193_chr2,12
193_chr3,16
193_chr4,17
194_chr1,1
194_chr11,3
194_chr17,9
194_chr2,12
194_chr3,16
194_chr4,17
195_chr1,1
195_chr11,3
195_chr17,9
195_chr2,12
195_chr3,16
195_chr4,17
196_chr1,1
196_chr10,2
196_chr11,3
196_chr14,6
196_chr17,9
196_chr19,11
196_chr2,12
196_chr3,16
196_chr4,17
196_chr9,22
197_chr1,1
197_chr11,3
197_chr17,9
197_chr2,12
197_chr3,16
197_chr4,17
198_chr1,1
198_chr11,3
198_chr17,9
198_chr2,12
198_chr3,16
198_chr4,17
199_chr1,1
199_chr11,3
199_chr17,9
199_chr2,12
199_chr3,16
199_chr4,17
19_chr1,1
19_chr11,3
19_chr17,9
19_chr2,12
19_chr3,16
19_chr4,17
1_chr1,1
1_chr11,3
1_chr15,7
1_chr17,9
1_chr19,11
1_chr2,12
1_chr3,16
1_chr4,17
1_chr6,19
1_chr7,20
1_chr9,22
1_chrX,23
200_chr1,1
200_chr11,3
200_chr17,9
200_chr2,12
200_chr3,16
200_chr4,17
201_chr1,1
201_chr11,3
201_chr17,9
201_chr2,12
201_chr3,16
201_chr4,17
202_chr1,1
202_chr11,3
202_chr17,9
202_chr2,12
202_chr3,16
202_chr4,17
203_chr1,1
203_chr11,3
203_chr17,9
203_chr2,12
203_chr3,16
203_chr4,17
204_chr1,1
204_chr11,3
204_chr17,9
204_chr2,12
204_chr3,16
204_chr4,17
205_chr1,1
205_chr11,3
205_chr17,9
205_chr2,12
205_chr3,16
205_chr4,17
206_chr1,1
206_chr11,3
206_chr17,9
206_chr2,12
206_chr3,16
206_chr4,17
207_chr1,1
207_chr10,2
207_chr11,3
207_chr12,4
207_chr15,7
207_chr17,9
207_chr18,10
207_chr19,11
207_chr2,12
207_chr21,14
207_chr22,15
207_chr3,16
207_chr4,17
207_chr5,18
208_chr1,1
208_chr11,3
208_chr17,9
208_chr2,12
208_chr3,16
208_chr4,17
209_chr1,1
209_chr11,3
209_chr17,9
209_chr2,12
209_chr3,16
209_chr4,17
20_chr1,1
20_chr11,3
20_chr17,9
20_chr2,12
20_chr3,16
20_chr4,17
210_chr1,1
210_chr11,3
210_chr17,9
210_chr2,12
210_chr3,16
210_chr4,17
211_chr1,1
211_chr11,3
211_chr2,12
211_chr3,16
211_chr4,17
212_chr1,1
212_chr11,3
212_chr17,9
212_chr2,12
212_chr3,16
212_chr4,17
213_chr1,1
213_chr11,3
213_chr17,9
213_chr2,12
213_chr3,16
213_chr4,17
214_chr1,1
214_chr11,3
214_chr17,9
214_chr2,12
214_chr3,16
214_chr4,17
215_chr1,1
215_chr11,3
215_chr17,9
215_chr2,12
215_chr3,16
215_chr4,17
216_chr1,1
216_chr11,3
216_chr17,9
216_chr2,12
216_chr3,16
216_chr4,17
217_chr1,1
217_chr11,3
217_chr16,8
217_chr17,9
217_chr2,12
217_chr3,16
217_chr4,17
218_chr1,1
218_chr11,3
218_chr17,9
218_chr2,12
218_chr3,16
218_chr4,17
219_chr1,1
219_chr11,3
219_chr17,9
219_chr2,12
219_chr3,16
219_chr4,17
219_chr5,18
21_chr1,1
21_chr11,3
21_chr17,9
21_chr2,12
21_chr3,16
21_chr4,17
220_chr1,1
220_chr10,2
220_chr11,3
220_chr17,9
220_chr19,11
220_chr2,12
220_chr20,13
220_chr3,16
220_chr4,17
220_chr7,20
220_chr9,22
221_chr1,1
221_chr11,3
221_chr17,9
221_chr2,12
221_chr3,16
221_chr4,17
222_chr1,1
222_chr11,3
222_chr17,9
222_chr2,12
222_chr3,16
222_chr4,17
223_chr1,1
223_chr11,3
223_chr17,9
223_chr2,12
223_chr3,16
223_chr4,17
224_chr1,1
224_chr11,3
224_chr17,9
224_chr2,12
224_chr3,16
224_chr4,17
225_chr1,1
225_chr11,3
225_chr17,9
225_chr2,12
225_chr3,16
225_chr4,17
226_chr1,1
226_chr11,3
226_chr17,9
226_chr2,12
226_chr3,16
226_chr4,17
227_chr1,1
227_chr11,3
227_chr2,12
227_chr3,16
227_chr4,17
228_chr1,1
228_chr11,3
228_chr17,9
228_chr2,12
228_chr3,16
228_chr4,17
229_chr1,1
229_chr11,3
229_chr17,9
229_chr2,12
229_chr3,16
229_chr4,17
22_chr1,1
22_chr11,3
22_chr12,4
22_chr13,5
22_chr17,9
22_chr19,11
22_chr2,12
22_chr21,14
22_chr3,16
22_chr4,17
22_chr9,22
230_chr1,1
230_chr11,3
230_chr17,9
230_chr2,12
230_chr3,16
230_chr4,17
231_chr1,1
231_chr11,3
231_chr17,9
231_chr2,12
231_chr3,16
231_chr4,17
232_chr1,1
232_chr11,3
232_chr17,9
232_chr2,12
232_chr3,16
232_chr4,17
233_chr1,1
233_chr11,3
233_chr17,9
233_chr2,12
233_chr3,16
233_chr4,17
234_chr1,1
234_chr11,3
234_chr17,9
234_chr2,12
234_chr3,16
234_chr4,17
235_chr1,1
235_chr11,3
235_chr17,9
235_chr2,12
235_chr3,16
235_chr4,17
236_chr1,1
236_chr11,3
236_chr17,9
236_chr2,12
236_chr3,16
236_chr4,17
237_chr1,1
237_chr11,3
237_chr17,9
237_chr2,12
237_chr3,16
237_chr4,17
238_chr1,1
238_chr11,3
238_chr17,9
238_chr2,12
238_chr3,16
238_chr4,17
239_chr1,1
239_chr11,3
239_chr17,9
239_chr2,12
239_chr3,16
239_chr4,17
23_chr1,1
23_chr11,3
23_chr17,9
23_chr2,12
23_chr3,16
23_chr4,17
240_chr1,1
240_chr11,3
240_chr17,9
240_chr2,12
240_chr3,16
240_chr4,17
241_chr1,1
241_chr11,3
241_chr17,9
241_chr2,12
241_chr3,16
241_chr4,17
242_chr1,1
242_chr11,3
242_chr17,9
242_chr2,12
242_chr3,16
242_chr4,17
243_chr1,1
243_chr11,3
243_chr17,9
243_chr2,12
243_chr3,16
243_chr4,17
244_chr1,1
244_chr11,3
244_chr17,9
244_chr2,12
244_chr3,16
244_chr4,17
245_chr1,1
245_chr11,3
245_chr17,9
245_chr2,12
245_chr3,16
245_chr4,17
246_chr1,1
246_chr11,3
246_chr17,9
246_chr2,12
246_chr3,16
246_chr4,17
247_chr1,1
247_chr11,3
247_chr17,9
247_chr2,12
247_chr20,13
247_chr3,16
247_chr4,17
247_chr5,18
247_chrX,23
248_chr1,1
248_chr11,3
248_chr17,9
248_chr2,12
248_chr3,16
248_chr4,17
249_chr1,1
249_chr11,3
249_chr17,9
249_chr2,12
249_chr3,16
249_chr4,17
24_chr1,1
24_chr11,3
24_chr17,9
24_chr2,12
24_chr3,16
24_chr4,17
251_chr1,1
251_chr11,3
251_chr17,9
251_chr2,12
251_chr3,16
251_chr4,17
252_chr1,1
252_chr11,3
252_chr17,9
252_chr2,12
252_chr3,16
252_chr4,17
253_chr1,1
253_chr11,3
253_chr17,9
253_chr2,12
253_chr3,16
253_chr4,17
254_chr1,1
254_chr11,3
254_chr17,9
254_chr2,12
254_chr3,16
254_chr4,17
255_chr1,1
255_chr11,3
255_chr17,9
255_chr2,12
255_chr3,16
255_chr4,17
256_chr1,1
256_chr11,3
256_chr17,9
256_chr2,12
256_chr3,16
256_chr4,17
257_chr1,1
257_chr10,2
257_chr11,3
257_chr17,9
257_chr2,12
257_chr3,16
257_chr4,17
258_chr1,1
258_chr11,3
258_chr17,9
258_chr2,12
258_chr3,16
258_chr4,17
259_chr1,1
259_chr11,3
259_chr17,9
259_chr2,12
259_chr3,16
259_chr4,17
25_chr1,1
25_chr11,3
25_chr17,9
25_chr2,12
25_chr20,13
25_chr3,16
25_chr4,17
260_chr1,1
260_chr11,3
260_chr17,9
260_chr2,12
260_chr3,16
260_chr4,17
261_chr1,1
261_chr11,3
261_chr17,9
261_chr2,12
261_chr3,16
261_chr4,17
262_chr1,1
262_chr11,3
262_chr17,9
262_chr2,12
262_chr3,16
262_chr4,17
263_chr1,1
263_chr11,3
263_chr17,9
263_chr2,12
263_chr3,16
263_chr4,17
264_chr11,3
264_chr17,9
264_chr2,12
264_chr3,16
264_chr4,17
265_chr1,1
265_chr11,3
265_chr17,9
265_chr2,12
265_chr3,16
265_chr4,17
266_chr1,1
266_chr11,3
266_chr17,9
266_chr2,12
266_chr3,16
266_chr4,17
267_chr1,1
267_chr11,3
267_chr2,12
267_chr3,16
267_chr4,17
268_chr1,1
268_chr11,3
268_chr17,9
268_chr2,12
268_chr3,16
268_chr4,17
268_chr7,20
269_chr1,1
269_chr11,3
269_chr17,9
269_chr19,11
269_chr2,12
269_chr3,16
269_chr4,17
269_chr5,18
26_chr1,1
26_chr11,3
26_chr12,4
26_chr17,9
26_chr2,12
26_chr3,16
26_chr4,17
26_chr8,21
270_chr1,1
270_chr11,3
270_chr14,6
270_chr16,8
270_chr17,9
270_chr2,12
270_chr21,14
270_chr3,16
270_chr4,17
270_chr7,20
270_chrX,23
271_chr1,1
271_chr11,3
271_chr17,9
271_chr2,12
271_chr3,16
271_chr4,17
272_chr1,1
272_chr11,3
272_chr17,9
272_chr2,12
272_chr3,16
272_chr4,17
273_chr1,1
273_chr11,3
273_chr17,9
273_chr19,11
273_chr2,12
273_chr3,16
273_chr4,17
273_chr6,19
273_chr8,21
274_chr1,1
274_chr11,3
274_chr17,9
274_chr2,12
274_chr3,16
274_chr4,17
275_chr1,1
275_chr11,3
275_chr17,9
275_chr18,10
275_chr2,12
275_chr3,16
275_chr4,17
275_chr9,22
276_chr1,1
276_chr11,3
276_chr17,9
276_chr2,12
276_chr3,16
276_chr4,17
277_chr1,1
277_chr11,3
277_chr17,9
277_chr2,12
277_chr3,16
277_chr4,17
278_chr1,1
278_chr11,3
278_chr17,9
278_chr2,12
278_chr3,16
278_chr4,17
279_chr1,1
279_chr11,3
279_chr17,9
279_chr2,12
279_chr3,16
279_chr4,17
27_chr1,1
27_chr11,3
27_chr17,9
27_chr2,12
27_chr3,16
27_chr4,17
27_chr9,22
281_chr1,1
281_chr11,3
281_chr2,12
281_chr3,16
281_chr4,17
282_chr1,1
282_chr11,3
282_chr17,9
282_chr2,12
282_chr3,16
282_chr4,17
283_chr1,1
283_chr11,3
283_chr17,9
283_chr2,12
283_chr3,16
283_chr4,17
284_chr1,1
284_chr11,3
284_chr17,9
284_chr2,12
284_chr3,16
284_chr4,17
285_chr1,1
285_chr11,3
285_chr17,9
285_chr2,12
285_chr3,16
285_chr4,17
286_chr1,1
286_chr11,3
286_chr17,9
286_chr2,12
286_chr3,16
286_chr4,17
287_chr1,1
287_chr11,3
287_chr2,12
287_chr3,16
288_chr1,1
288_chr11,3
288_chr17,9
288_chr2,12
288_chr3,16
288_chr4,17
289_chr1,1
289_chr11,3
289_chr17,9
289_chr2,12
289_chr3,16
289_chr4,17
28_chr1,1
28_chr11,3
28_chr17,9
28_chr2,12
28_chr3,16
28_chr4,17
290_chr1,1
290_chr11,3
290_chr2,12
290_chr3,16
290_chr4,17
291_chr1,1
291_chr11,3
291_chr17,9
291_chr2,12
291_chr3,16
291_chr4,17
294_chr1,1
294_chr11,3
294_chr2,12
294_chr3,16
294_chr4,17
295_chr1,1
295_chr11,3
295_chr17,9
295_chr2,12
295_chr3,16
295_chr4,17
296_chr1,1
296_chr11,3
296_chr17,9
296_chr2,12
296_chr3,16
296_chr4,17
297_chr1,1
297_chr11,3
297_chr17,9
297_chr2,12
297_chr3,16
297_chr4,17
298_chr1,1
298_chr11,3
298_chr17,9
298_chr2,12
298_chr3,16
298_chr4,17
299_chr1,1
299_chr11,3
299_chr17,9
299_chr2,12
299_chr3,16
299_chr4,17
29_chr1,1
29_chr11,3
29_chr14,6
29_chr17,9
29_chr2,12
29_chr3,16
29_chr4,17
2_chr1,1
2_chr11,3
2_chr17,9
2_chr19,11
2_chr2,12
2_chr3,16
2_chr4,17
2_chrX,23
300_chr1,1
300_chr11,3
300_chr17,9
300_chr2,12
300_chr3,16
300_chr4,17
301_chr1,1
301_chr11,3
301_chr17,9
301_chr2,12
301_chr3,16
301_chr4,17
302_chr1,1
302_chr11,3
302_chr17,9
302_chr2,12
302_chr3,16
304_chr1,1
304_chr11,3
304_chr17,9
304_chr2,12
304_chr3,16
304_chr4,17
305_chr1,1
305_chr11,3
305_chr17,9
305_chr2,12
305_chr3,16
305_chr4,17
306_chr1,1
306_chr11,3
306_chr2,12
306_chr3,16
306_chr4,17
307_chr1,1
307_chr11,3
307_chr17,9
307_chr2,12
307_chr3,16
307_chr4,17
308_chr1,1
308_chr11,3
308_chr17,9
308_chr2,12
308_chr3,16
308_chr4,17
309_chr1,1
309_chr11,3
309_chr17,9
309_chr2,12
309_chr3,16
309_chr4,17
30_chr1,1
30_chr11,3
30_chr17,9
30_chr2,12
30_chr3,16
30_chr4,17
30_chr7,20
310_chr1,1
310_chr11,3
310_chr17,9
310_chr2,12
310_chr3,16
310_chr4,17
311_chr1,1
311_chr11,3
311_chr15,7
311_chr16,8
311_chr17,9
311_chr2,12
311_chr20,13
311_chr3,16
311_chr4,17
311_chr7,20
311_chr9,22
312_chr11,3
312_chr17,9
312_chr2,12
312_chr3,16
312_chr4,17
313_chr1,1
313_chr11,3
313_chr17,9
313_chr2,12
313_chr3,16
313_chr4,17
314_chr1,1
314_chr11,3
314_chr14,6
314_chr17,9
314_chr2,12
314_chr3,16
314_chr4,17
314_chr5,18
314_chr8,21
314_chr9,22
314_chrX,23
315_chr1,1
315_chr11,3
315_chr17,9
315_chr2,12
315_chr3,16
315_chr4,17
316_chr1,1
316_chr10,2
316_chr11,3
316_chr12,4
316_chr15,7
316_chr17,9
316_chr19,11
316_chr2,12
316_chr20,13
316_chr3,16
316_chr4,17
316_chr7,20
317_chr1,1
317_chr11,3
317_chr17,9
317_chr2,12
317_chr3,16
317_chr4,17
318_chr1,1
318_chr11,3
318_chr17,9
318_chr2,12
318_chr3,16
318_chr4,17
319_chr1,1
319_chr11,3
319_chr17,9
319_chr2,12
319_chr3,16
319_chr4,17
31_chr1,1
31_chr11,3
31_chr17,9
31_chr2,12
31_chr3,16
31_chr4,17
320_chr1,1
320_chr11,3
320_chr17,9
320_chr2,12
320_chr3,16
320_chr4,17
321_chr1,1
321_chr11,3
321_chr17,9
321_chr2,12
321_chr3,16
321_chr4,17
322_chr1,1
322_chr11,3
322_chr17,9
322_chr2,12
322_chr3,16
322_chr4,17
323_chr1,1
323_chr11,3
323_chr17,9
323_chr2,12
323_chr3,16
323_chr4,17
324_chr1,1
324_chr11,3
324_chr17,9
324_chr2,12
324_chr3,16
324_chr4,17
325_chr1,1
325_chr11,3
325_chr17,9
325_chr2,12
325_chr3,16
325_chr4,17
326_chr1,1
326_chr11,3
326_chr17,9
326_chr2,12
326_chr3,16
326_chr4,17
327_chr1,1
327_chr11,3
327_chr17,9
327_chr2,12
327_chr3,16
327_chr4,17
328_chr1,1
328_chr11,3
328_chr17,9
328_chr2,12
328_chr3,16
328_chr4,17
329_chr1,1
329_chr11,3
329_chr17,9
329_chr18,10
329_chr2,12
329_chr3,16
329_chr4,17
329_chr6,19
329_chr8,21
329_chr9,22
32_chr1,1
32_chr11,3
32_chr17,9
32_chr2,12
32_chr3,16
32_chr4,17
330_chr1,1
330_chr11,3
330_chr15,7
330_chr16,8
330_chr17,9
330_chr2,12
330_chr3,16
330_chr4,17
331_chr1,1
331_chr11,3
331_chr12,4
331_chr16,8
331_chr17,9
331_chr2,12
331_chr20,13
331_chr4,17
331_chr5,18
331_chr6,19
332_chr1,1
332_chr10,2
332_chr11,3
332_chr12,4
332_chr13,5
332_chr14,6
332_chr16,8
332_chr17,9
332_chr18,10
332_chr2,12
332_chr3,16
332_chr4,17
332_chr6,19
332_chr7,20
332_chr8,21
332_chr9,22
332_chrX,23
333_chr1,1
333_chr11,3
333_chr17,9
333_chr2,12
333_chr3,16
333_chr4,17
334_chr1,1
334_chr11,3
334_chr17,9
334_chr2,12
334_chr3,16
334_chr4,17
335_chr1,1
335_chr11,3
335_chr17,9
335_chr2,12
335_chr3,16
335_chr4,17
336_chr1,1
336_chr11,3
336_chr17,9
336_chr2,12
336_chr3,16
336_chr4,17
337_chr1,1
337_chr11,3
337_chr17,9
337_chr2,12
337_chr3,16
337_chr4,17
338_chr1,1
338_chr11,3
338_chr17,9
338_chr2,12
338_chr3,16
338_chr4,17
339_chr1,1
339_chr11,3
339_chr17,9
339_chr2,12
339_chr3,16
339_chr4,17
33_chr1,1
33_chr11,3
33_chr17,9
33_chr2,12
33_chr3,16
33_chr4,17
33_chr6,19
33_chr7,20
33_chr8,21
33_chr9,22
340_chr1,1
340_chr11,3
340_chr17,9
340_chr19,11
340_chr2,12
340_chr3,16
340_chr4,17
340_chr6,19
340_chr9,22
341_chr1,1
341_chr10,2
341_chr11,3
341_chr12,4
341_chr14,6
341_chr17,9
341_chr2,12
341_chr21,14
341_chr3,16
341_chr4,17
341_chr5,18
341_chr6,19
341_chr7,20
341_chr9,22
341_chrX,23
342_chr1,1
342_chr11,3
342_chr12,4
342_chr14,6
342_chr17,9
342_chr2,12
342_chr3,16
342_chr4,17
343_chr1,1
343_chr11,3
343_chr15,7
343_chr17,9
343_chr2,12
343_chr3,16
343_chr4,17
343_chrX,23
344_chr1,1
344_chr11,3
